setid,number,variant,theme,subtheme,year,name,pieces,price,image_url,owned_by,wanted_by,num_reviews,prod_desc,review_difficulty,set_name,star_rating
27500,75210,1,Star Wars,Solo,2018,Moloch's Landspeeder,464.0,39.99,https://images.brickset.com/sets/images/75210-1.jpg,4276,1225,2.0,Go on the hunt with Moloch!,Easy,Moloch's Landspeeder™,4.5
27507,21138,1,Minecraft,Minifig-scale,2018,The Melon Farm,69.0,14.99,https://images.brickset.com/sets/images/21138-1.jpg,1262,476,4.0,Grow and trade your crops at the Melon Farm!,Easy,The Melon Farm,4.3
27502,75212,1,Star Wars,Solo,2018,Kessel Run Millennium Falcon,1414.0,169.99,https://images.brickset.com/sets/images/75212-1.jpg,4658,2176,4.0,Jump to lightspeed in the Millennium Falcon!,Average,Kessel Run Millennium Falcon™,4.0
27399,75206,1,Star Wars,Episode II,2018,Jedi and Clone Troopers Battle Pack,102.0,14.99,https://images.brickset.com/sets/images/75206-1.jpg,7446,1499,3.0,Take on the Separatists with the Jedi and Clone Troopers!,Very Easy,Jedi™ and Clone Troopers™ Battle Pack,4.0
27522,60178,1,City,Great Vehicles,2018,Speed Record Car,78.0,9.99,https://images.brickset.com/sets/images/60178-1.jpg,2391,488,1.0,Climb in the cockpit and set a new speed record!,Easy,Speed Record Car,5.0
27169,41328,1,Friends,Not Available,2018,Stephanie's Bedroom,95.0,9.99,https://images.brickset.com/sets/images/41328-1.jpg,940,229,2.0,Stephanie is always on the go… even at home in her bedroom!,Easy,Stephanie's Bedroom,5.0
27735,75889,1,Speed Champions,Ferrari,2018,Ferrari Ultimate Garage,841.0,99.99,https://images.brickset.com/sets/images/75889-1.jpg,2304,1377,2.0,"Build, display and race iconic Ferrari race cars!",Average,Ferrari Ultimate Garage,5.0
27699,60188,1,City,Mining,2018,Mining Experts Site,883.0,99.99,https://images.brickset.com/sets/images/60188-1.jpg,1412,938,1.0,Head to the LEGO® City mine and dig up some gold!,Not Available,Mining Experts Site,5.0
27665,10713,1,Classic,Not Available,2018,Creative Suitcase,213.0,19.99,https://images.brickset.com/sets/images/10713-1.jpg,845,180,2.0,Bring along a world of creativity in your own LEGO® Creative Suitcase!,Very Easy,Creative Suitcase,5.0
27392,75534,1,Star Wars,Buildable Figures,2018,Darth Vader,168.0,39.99,https://images.brickset.com/sets/images/75534-1.jpg,2621,1195,6.0,Join Darth Vader and battle to victory!,Average,Darth Vader™,5.0
27407,41605,1,BrickHeadz,Marvel Super Heroes,2018,Thanos,105.0,9.99,https://images.brickset.com/sets/images/41605-1.jpg,3519,707,2.0,Feel the power of Infinity with LEGO® BrickHeadz Thanos!,Easy,Thanos,5.0
27465,31071,1,Creator,Not Available,2018,Drone Explorer,109.0,9.99,https://images.brickset.com/sets/images/31071-1.jpg,2381,429,1.0,Be an eye in the sky with the 3-in-1 Drone Explorer!,Average,Drone Explorer,5.0
27516,60170,1,City,Mountain Police,2018,Off-Road Chase,37.0,6.99,https://images.brickset.com/sets/images/60170-1.jpg,3205,490,2.0,Catch the crook before he escapes with the loot!,Very Easy,Off-Road Chase,4.5
27510,21141,1,Minecraft,Minifig-scale,2018,The Zombie Cave,241.0,19.99,https://images.brickset.com/sets/images/21141-1.jpg,1373,371,2.0,Enter the Zombie Cave at your peril!,Average,The Zombie Cave,5.0
27525,41336,1,Friends,Not Available,2018,Emma's Art Café,378.0,32.99,https://images.brickset.com/sets/images/41336-1.jpg,854,334,3.0,Get inspired with Emma at her favorite Art Café!,Average,Emma's Art Café,2.7
27526,41338,1,Friends,Not Available,2018,Stephanie's Sports Arena,460.0,44.99,https://images.brickset.com/sets/images/41338-1.jpg,399,265,1.0,Show off your sporting prowess at the Sports Arena!,Average,Stephanie's Sports Arena,4.0
27528,42073,1,Technic,Not Available,2018,BASH!,139.0,19.99,https://images.brickset.com/sets/images/42073-1.jpg,1835,290,2.0,Get ready for high-speed action and impacts with the BASH!,Easy,BASH!,4.0
27530,42072,1,Technic,Not Available,2018,WHACK!,135.0,19.99,https://images.brickset.com/sets/images/42072-1.jpg,1740,285,1.0,Get ready for high-speed action and impacts with the WHACK!,Not Available,WHACK!,5.0
27602,41194,1,Elves,Not Available,2018,Noctura's Tower & the Earth Fox Rescue ,646.0,59.99,https://images.brickset.com/sets/images/41194-1.jpg,966,384,2.0,Rescue the captured Guardian Earth Fox from Noctura’s tower!,Not Available,Noctura's Tower & the Earth Fox Rescue,4.5
27607,60181,1,City,Great Vehicles,2018,Forest Tractor,174.0,19.99,https://images.brickset.com/sets/images/60181-1.jpg,5457,1042,7.0,Load the freshly cut logs with the awesome Forest Tractor!,Easy,Forest Tractor,4.4
27598,41192,1,Elves,Not Available,2018,Azari & The Fire Lion Capture,360.0,29.99,https://images.brickset.com/sets/images/41192-1.jpg,1051,303,2.0,Free the Guardian Fire Lion from the evil shadow bats’ chain!,Average,Azari & the Fire Lion Capture,4.0
27689,41600,1,BrickHeadz,DC Comics Super Heroes,2018,Aquaman,135.0,9.99,https://images.brickset.com/sets/images/41600-1.jpg,3507,490,1.0,Dive in with LEGO® BrickHeadz Aquaman™!,Very Easy,Aquaman™,4.0
27641,71020,7,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Tropical Joker,8.0,3.99,https://images.brickset.com/sets/images/71020-7.jpg,4116,691,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27642,71020,8,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Vacation Robin,7.0,3.99,https://images.brickset.com/sets/images/71020-8.jpg,3595,580,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27643,71020,9,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Vacation Batgirl,7.0,3.99,https://images.brickset.com/sets/images/71020-9.jpg,3532,484,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27644,71020,10,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Vacation Alfred,7.0,3.99,https://images.brickset.com/sets/images/71020-10.jpg,3527,505,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27627,10748,1,Juniors,Friends,2018,Emma's Pet Party,67.0,9.99,https://images.brickset.com/sets/images/10748-1.jpg,438,115,2.0,Join Emma and her cat for a fun party in the park!,Very Easy,Emma's Pet Party,5.0
27636,71020,2,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Friends are Family Alfred,7.0,3.99,https://images.brickset.com/sets/images/71020-2.jpg,3483,557,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27637,71020,3,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Clock King,6.0,3.99,https://images.brickset.com/sets/images/71020-3.jpg,3919,558,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27638,71020,4,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Professor Hugo Strange,6.0,3.99,https://images.brickset.com/sets/images/71020-4.jpg,3651,655,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27639,71020,5,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Mermaid Batman,5.0,3.99,https://images.brickset.com/sets/images/71020-5.jpg,3639,555,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27633,71020,21,Collectable Minifigures,The LEGO Batman Movie series 2,2018,LEGO Minifigures - The LEGO Batman Movie Series 2 - Complete,131.0,10.48,https://images.brickset.com/sets/images/71020-21.jpg,2187,399,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27647,71020,13,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Wonder Twin (Jayna),7.0,3.99,https://images.brickset.com/sets/images/71020-13.jpg,3586,569,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27648,71020,14,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Wonder Twin (Zan),8.0,3.99,https://images.brickset.com/sets/images/71020-14.jpg,3549,524,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27649,71020,15,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Apache Chief,5.0,3.99,https://images.brickset.com/sets/images/71020-15.jpg,3591,568,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27650,71020,16,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Jor-El,7.0,3.99,https://images.brickset.com/sets/images/71020-16.jpg,4184,660,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27651,71020,17,Collectable Minifigures,The LEGO Batman Movie series 2,2018,General Zod,5.0,3.99,https://images.brickset.com/sets/images/71020-17.jpg,3628,623,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27652,71020,18,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Doctor Phosphorus,5.0,3.99,https://images.brickset.com/sets/images/71020-18.jpg,3719,646,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27653,71020,19,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Black Canary,8.0,3.99,https://images.brickset.com/sets/images/71020-19.jpg,3867,675,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27654,71020,20,Collectable Minifigures,The LEGO Batman Movie series 2,2018,Black Vulcan,6.0,3.99,https://images.brickset.com/sets/images/71020-20.jpg,3585,577,13.0,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8
27659,41151,1,Disney,Miscellaneous,2018,Mulan's Training Day,104.0,14.99,https://images.brickset.com/sets/images/41151-1.jpg,1268,310,1.0,"Get in training with Disney Mulan, ready for the challenge ahead!",Average,Mulan's Training Day,5.0
27660,41152,1,Disney,Sleeping Beauty,2018,Sleeping Beauty's Fairytale Castle,322.0,39.99,https://images.brickset.com/sets/images/41152-1.jpg,847,387,3.0,Help Disney Aurora turn the spinning wheel in her Fairytale Castle!,Easy,Sleeping Beauty's Fairytale Castle,4.3
27661,41153,1,Disney,The Little Mermaid,2018,Ariel's Royal Celebration Boat,380.0,49.99,https://images.brickset.com/sets/images/41153-1.jpg,811,371,3.0,Sail off to new adventures with Disney Ariel and Eric.,Average,Ariel's Royal Celebration Boat,4.3
27662,41154,1,Disney,Cinderella,2018,Cinderella's Dream Castle,585.0,69.99,https://images.brickset.com/sets/images/41154-1.jpg,774,435,3.0,Dine and dance at the Dream Castle with Disney Cinderella.,Challenging,Cinderella's Dream Castle,4.3
27461,31080,1,Creator,Modular,2018,Modular Winter Vacation,374.0,34.99,https://images.brickset.com/sets/images/31080-1.jpg,2040,1148,2.0,Hit the slopes with the 3-in-1 Modular Winter Vacation set!,Easy,Modular Winter Vacation,3.5
27478,72006,1,Nexo Knights,Season 5,2018,Axl's Rolling Arsenal,604.0,59.99,https://images.brickset.com/sets/images/72006-1.jpg,509,385,3.0,Deploy Axl's Rolling Arsenal for the biggest battles!,Challenging,Axl's Rolling Arsenal,4.0
27469,10879,1,Duplo,Jurassic World: Fallen Kingdom,2018,Gentle Giants Petting Zoo,24.0,19.99,https://images.brickset.com/sets/images/10879-1.jpg,539,147,1.0,See the baby dinosaurs at the Jurassic World Gentle Giants Petting Zoo!,Not Available,Gentle Giants Petting Zoo,5.0
27481,41603,1,BrickHeadz,Star Wars,2018,Kylo Ren,130.0,9.99,https://images.brickset.com/sets/images/41603-1.jpg,4280,522,5.0,Summon the dark side with a LEGO® BrickHeadz construction character featuring Kylo Ren™!,Easy,Kylo Ren™,5.0
27482,41608,1,BrickHeadz,Star Wars,2018,Han Solo,141.0,9.99,https://images.brickset.com/sets/images/41608-1.jpg,4574,626,1.0,Be a rogue with a LEGO® BrickHeadz™ construction character featuring Han Solo!,Very Easy,Han Solo™,4.0
27467,31074,1,Creator,Not Available,2018,Rocket Rally Car,241.0,19.99,https://images.brickset.com/sets/images/31074-1.jpg,1343,384,2.0,Blast off from the start line in the 3-in-1 Rocket Rally Car!,Easy,Rocket Rally Car,5.0
27418,70637,1,Ninjago,Spinjitzu Masters,2018,Cole - Spinjitzu Master,73.0,9.99,https://images.brickset.com/sets/images/70637-1.jpg,731,177,2.0,Master the art of Spinjitzu with the Black Ninja!,Easy,Cole - Spinjitzu Master,5.0
27422,10753,1,Juniors,DC Comics Super Heroes,2018,The Joker Batcave Attack,151.0,24.99,https://images.brickset.com/sets/images/10753-1.jpg,710,285,1.0,Swoop in with Batman™ and take on the Joker™!,Easy,The Joker™ Batcave Attack,5.0
27406,41604,1,BrickHeadz,Marvel Super Heroes,2018,Iron Man MK50,101.0,9.99,https://images.brickset.com/sets/images/41604-1.jpg,3197,737,3.0,Save the universe with LEGO® BrickHeadz Iron Man MK50!,Average,Iron Man MK50,4.7
27416,70635,1,Ninjago,Spinjitzu Masters,2018,Jay - Spinjitzu Master,68.0,9.99,https://images.brickset.com/sets/images/70635-1.jpg,883,183,1.0,Create brilliant Spinjitzu tricks with the Blue Ninja!,Very Easy,Jay - Spinjitzu Master,4.0
27394,75536,1,Star Wars,Buildable Figures,2018,Range Trooper,101.0,24.99,https://images.brickset.com/sets/images/75536-1.jpg,1740,894,2.0,Stomp into action with the Range Trooper!,Easy,Range Trooper™,5.0
27964,71021,6,Collectable Minifigures,Series 18,2018,Birthday Party Girl,9.0,3.99,https://images.brickset.com/sets/images/71021-6.jpg,4441,513,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27959,71021,1,Collectable Minifigures,Series 18,2018,Elephant Girl,6.0,3.99,https://images.brickset.com/sets/images/71021-1.jpg,4792,596,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
28028,41613,1,BrickHeadz,Disney,2018,Mr. Incredible & Frozone,160.0,19.99,https://images.brickset.com/sets/images/41613-1.jpg,2071,734,1.0,Join Mr. Incredible and Frozone for LEGO® BrickHeadz™ crime-fighting fun!,Very Easy,Mr. Incredible & Frozone,5.0
27969,71021,11,Collectable Minifigures,Series 18,2018,Cactus Girl,4.0,3.99,https://images.brickset.com/sets/images/71021-11.jpg,5039,675,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27970,71021,12,Collectable Minifigures,Series 18,2018,Cat Costume Girl,6.0,3.99,https://images.brickset.com/sets/images/71021-12.jpg,4453,513,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27975,71021,17,Collectable Minifigures,Series 18,2018,Unicorn Guy,8.0,3.99,https://images.brickset.com/sets/images/71021-17.jpg,4956,655,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
27700,10878,1,Duplo,Disney Princess,2018,Rapunzel's Tower,37.0,29.99,https://images.brickset.com/sets/images/10878-1.jpg,139,68,1.0,Help Rapunzel groom Maximus and play out life in the tower.,Very Easy,Rapunzel´s Tower,5.0
27701,10877,1,Duplo,Disney Princess,2018,Belle's Tea Party,19.0,19.99,https://images.brickset.com/sets/images/10877-1.jpg,324,78,1.0,Enjoy a tea party with Belle and her extraordinary friends!,Not Available,Belle´s Tea Party,4.0
27697,60185,1,City,Mining,2018,Mining Power Splitter,127.0,19.99,https://images.brickset.com/sets/images/60185-1.jpg,1953,618,1.0,Break up the rocks and discover the treasure inside!,Easy,Mining Power Splitter,5.0
27698,60186,1,City,Mining,2018,Mining Heavy Driller,294.0,49.99,https://images.brickset.com/sets/images/60186-1.jpg,1336,739,1.0,Drive in the heavy driller and start digging the cave!,Average,Mining Heavy Driller,5.0
27717,41334,1,Friends,Not Available,2018,Andrea's Park Performance,229.0,24.99,https://images.brickset.com/sets/images/41334-1.jpg,698,290,1.0,Put on a show in the park with Andrea and Pepper!,Average,Andrea's Park Performance,5.0
27718,41333,1,Friends,Not Available,2018,Olivia's Mission Vehicle,223.0,19.99,https://images.brickset.com/sets/images/41333-1.jpg,1362,269,1.0,Drive to the rescue in Heartlake City with Olivia and Zobo.,Not Available,Olivia's Mission Vehicle,5.0
27720,41327,1,Friends,Not Available,2018,Mia's Bedroom,86.0,9.99,https://images.brickset.com/sets/images/41327-1.jpg,1126,213,3.0,Explore Mia’s bedroom and discover her personality!,Average,Mia's Bedroom,3.0
27764,40388,1,Disney,Miscellaneous,2018,Mini-Doll Dress-Up Kit,80.0,9.99,https://images.brickset.com/sets/images/40388-1.jpg,362,280,1.0,Create beautiful mini-doll outfits!,Easy,Mini-Doll Dress-Up Kit,5.0
27170,41329,1,Friends,Not Available,2018,Olivia's Deluxe Bedroom,163.0,14.99,https://images.brickset.com/sets/images/41329-1.jpg,820,251,1.0,Work on Olivia’s latest invention in her hi-tech bedroom!,Easy,Olivia's Deluxe Bedroom,4.0
27750,75205,1,Star Wars,Episode IV,2018,Mos Eisley Cantina,378.0,39.99,https://images.brickset.com/sets/images/75205-1.jpg,4605,2284,14.0,Stop by at Tatooine’s Mos Eisley Cantina!,Easy,Mos Eisley Cantina™,3.5
27444,75930,1,Jurassic World,Fallen Kingdom,2018,Indoraptor Rampage at Lockwood Estate,1019.0,129.99,https://images.brickset.com/sets/images/75930-1.jpg,2160,1125,2.0,Rescue Maisie from the Indoraptor at Lockwood Estate!,Easy,Indoraptor Rampage at Lockwood Estate,5.0
27693,42076,1,Technic,Not Available,2018,Hovercraft,1020.0,89.99,https://images.brickset.com/sets/images/42076-1.jpg,927,516,5.0,Transport supplies over land and sea with the all-terrain Hovercraft!,Average,Hovercraft,4.2
27396,75199,1,Star Wars,The Clone Wars,2018,General Grievous' Combat Speeder,157.0,29.99,https://images.brickset.com/sets/images/75199-1.jpg,5222,1380,19.0,Chase down the Jedi with General Grievous’ Combat Speeder!,Easy,General Grievous' Combat Speeder,2.6
27972,71021,14,Collectable Minifigures,Series 18,2018,Flower Pot Girl,5.0,3.99,https://images.brickset.com/sets/images/71021-14.jpg,5186,521,14.0,Get the party started with LEGO® Minifigures!,Very Easy,Series 18: Party,4.6
26687,21309,1,Ideas,NASA,2017,NASA Apollo Saturn V,1969.0,119.99,https://images.brickset.com/sets/images/21309-1.jpg,15558,2964,367.0,Build the first rocket to land people on the Moon!,Challenging,LEGO® NASA Apollo Saturn V,4.9
26727,70618,1,The LEGO Ninjago Movie,Not Available,2017,Destiny's Bounty,2295.0,159.99,https://images.brickset.com/sets/images/70618-1.jpg,7480,2208,52.0,Join the ninja aboard Wu’s flying ship!,Challenging,Destiny's Bounty,4.9
26496,75172,1,Star Wars,Rogue One,2017,Y-wing Starfighter,691.0,59.99,https://images.brickset.com/sets/images/75172-1.jpg,9891,2690,51.0,Launch daring raids with the iconic Y-Wing Starfighter!,Average,Y-Wing Starfighter™,4.7
26549,60150,1,City,Great Vehicles,2017,Pizza Van,249.0,19.99,https://images.brickset.com/sets/images/60150-1.jpg,12429,1680,35.0,Order a pizza to go!,Easy,Pizza Van,4.9
26491,75164,1,Star Wars,Rogue One,2017,Rebel Trooper Battle Pack,120.0,14.99,https://images.brickset.com/sets/images/75164-1.jpg,6934,1789,10.0,Patrol and defend Rebel territory!,Very Easy,Rebel Trooper Battle Pack,4.7
26714,75182,1,Star Wars,Legends,2017,Republic Fighter Tank,305.0,24.99,https://images.brickset.com/sets/images/75182-1.jpg,7606,1823,27.0,Pack a punch with the Republic Fighter Tank!,Easy,Republic Fighter Tank™,4.6
26715,75183,1,Star Wars,Episode III,2017,Darth Vader Transformation ,282.0,24.99,https://images.brickset.com/sets/images/75183-1.jpg,11865,1997,38.0,Bring Darth Vader to life at the medical bay!,Easy,Darth Vader™ Transformation,4.7
26649,10255,1,Creator Expert,Modular Buildings,2017,Assembly Square,4002.0,279.99,https://images.brickset.com/sets/images/10255-1.jpg,12394,5897,99.0,Celebrate ten years of Modular Building with the Assembly Square!,Challenging,Assembly Square,4.8
26385,70906,1,The LEGO Batman Movie,Not Available,2017,The Joker Notorious Lowrider,433.0,49.99,https://images.brickset.com/sets/images/70906-1.jpg,7196,1652,19.0,Team up with Batgirl™ to stop The Joker’s Notorious Lowrider!,Average,The Joker™ Notorious Lowrider,4.7
26695,70913,1,The LEGO Batman Movie,Not Available,2017,Scarecrow Fearful Face-off,141.0,14.99,https://images.brickset.com/sets/images/70913-1.jpg,4831,1171,7.0,Power into the sky to stop Scarecrow’s fear gas attacks!,Easy,Scarecrow™ Fearful Face-off,4.1
26578,70903,1,The LEGO Batman Movie,Not Available,2017,The Riddler Riddle Racer,254.0,29.99,https://images.brickset.com/sets/images/70903-1.jpg,6283,1172,18.0,Battle with Batman™ against The Riddler™ and his allies!,Easy,The Riddler™ Riddle Racer,4.2
26492,75165,1,Star Wars,Rogue One,2017,Imperial Trooper Battle Pack,112.0,14.99,https://images.brickset.com/sets/images/75165-1.jpg,8186,2032,36.0,Track down those Rebels!,Easy,Imperial Trooper Battle Pack,4.0
26499,75179,1,Star Wars,The Last Jedi,2017,Kylo Ren's TIE Fighter,630.0,79.99,https://images.brickset.com/sets/images/75179-1.jpg,7388,2252,22.0,Speed into action with Kylo Ren’s TIE Fighter!,Average,Kylo Ren's TIE Fighter™,4.6
26710,75176,1,Star Wars,The Last Jedi,2017,Resistance Transport Pod,294.0,29.99,https://images.brickset.com/sets/images/75176-1.jpg,5030,1180,14.0,Jettison to safety in the Resistance Transport Pod!,Easy,Resistance Transport Pod™,4.7
27224,21310,1,Ideas,Not Available,2017,Old Fishing Store,2049.0,149.99,https://images.brickset.com/sets/images/21310-1.jpg,10368,3953,79.0,Prepare for the ultimate fishing trip!,Average,Old Fishing Store,5.0
27180,10257,1,Creator Expert,Fairground,2017,Carousel,2670.0,199.99,https://images.brickset.com/sets/images/10257-1.jpg,6026,3106,53.0,Discover the fairground’s star attraction with the Carousel!,Challenging,Carousel,4.4
26725,75192,1,Star Wars,Ultimate Collector Series,2017,Millennium Falcon,7541.0,799.99,https://images.brickset.com/sets/images/75192-1.jpg,8715,5756,197.0,Travel the LEGO® galaxy in the ultimate Millennium Falcon!,Challenging,Millennium Falcon™,4.8
24921,70606,1,The LEGO Ninjago Movie,Not Available,2017,Spinjitzu Training,109.0,9.99,https://images.brickset.com/sets/images/70606-1.jpg,4233,517,11.0,Practice your Spinjitzu skills with Kai and Zane!,Easy,Spinjitzu Training,4.7
26708,75167,1,Star Wars,Original Content,2017,Bounty Hunter Speeder Bike Battle Pack,125.0,14.99,https://images.brickset.com/sets/images/75167-1.jpg,10904,1637,40.0,Go bounty hunting with the super-fast speeder bike!,Very Easy,Bounty Hunter Speeder Bike™ Battle Pack,4.7
26429,31062,1,Creator,Not Available,2017,Robo Explorer,205.0,19.99,https://images.brickset.com/sets/images/31062-1.jpg,4216,737,9.0,Have fun with the cute 3-in-1 Robo Explorer!,Average,Robo Explorer,4.8
26738,42069,1,Technic,Not Available,2017,Extreme Adventure,2382.0,179.99,https://images.brickset.com/sets/images/42069-1.jpg,2352,1041,19.0,Traverse uncharted territory with the Extreme Adventure!,Average,Extreme Adventure,4.9
26744,31070,1,Creator,Not Available,2017,Turbo Track Racer,664.0,59.99,https://images.brickset.com/sets/images/31070-1.jpg,1770,696,14.0,Get behind the wheel of the awesome 3-in-1 Turbo Track Racer!,Average,Turbo Track Racer,4.5
26541,60137,1,City,Police,2017,Tow Truck Trouble,144.0,24.99,https://images.brickset.com/sets/images/60137-1.jpg,3631,766,8.0,Catch the crook before he tows the safe away!,Easy,Tow Truck Trouble,4.3
27262,71019,20,Collectable Minifigures,The LEGO Ninjago Movie,2017,N-POP Girl,6.0,3.99,https://images.brickset.com/sets/images/71019-11.jpg,4482,625,22.0,Bring the NINJAGO® world to life with LEGO® Minifigures!,Very Easy,THE LEGO® NINJAGO® MOVIE™,4.3
27141,71018,3,Collectable Minifigures,Series 17,2017,Gourmet Chef,6.0,3.99,https://images.brickset.com/sets/images/71018-3.jpg,5090,850,26.0,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1
27151,71018,13,Collectable Minifigures,Series 17,2017,Rocket Boy,6.0,3.99,https://images.brickset.com/sets/images/71018-13.jpg,6041,889,26.0,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1
24924,70609,1,The LEGO Ninjago Movie,Not Available,2017,Manta Ray Bomber,341.0,29.99,https://images.brickset.com/sets/images/70609-1.jpg,2679,654,6.0,Protect NINJAGO® City from flying Manta Ray Bomber attack!,Easy,Manta Ray Bomber,4.3
24927,70612,1,The LEGO Ninjago Movie,Not Available,2017,Green Ninja Mech Dragon,544.0,49.99,https://images.brickset.com/sets/images/70612-1.jpg,5311,1111,29.0,Take on Garmadon with the Green Ninja Mech Dragon!,Average,Green Ninja Mech Dragon,4.7
26719,75187,1,Star Wars,The Last Jedi,2017,BB-8,1106.0,99.99,https://images.brickset.com/sets/images/75187-1.jpg,10092,1725,79.0,Play with and display your own brick-built BB-8!,Average,BB-8™,4.8
26510,42065,1,Technic,Not Available,2017,RC Tracked Racer,370.0,99.99,https://images.brickset.com/sets/images/42065-1.jpg,4480,1283,28.0,Travel over the toughest terrain with the RC Tracked Racer!,Easy,RC Tracked Racer,4.5
26495,75170,1,Star Wars,Rebels,2017,The Phantom,269.0,29.99,https://images.brickset.com/sets/images/75170-1.jpg,5671,2060,25.0,Join the Rebel battle aboard The Phantom!,Easy,The Phantom,3.8
26431,31064,1,Creator,Not Available,2017,Island Adventures,359.0,34.99,https://images.brickset.com/sets/images/31064-1.jpg,1790,908,2.0,Fly to warmer climes for 3-in-1 Island Adventures!,Average,Island Adventures,4.5
26579,70904,1,The LEGO Batman Movie,Not Available,2017,Clayface Splat Attack,448.0,34.99,https://images.brickset.com/sets/images/70904-1.jpg,5583,1163,13.0,Duel against the mighty Clayface™ with Batman™!,Average,Clayface™ Splat Attack,4.4
26699,70917,1,The LEGO Batman Movie,Not Available,2017,The Ultimate Batmobile,1456.0,139.99,https://images.brickset.com/sets/images/70917-1.jpg,3998,1975,18.0,Divide the 4-in-1 Ultimate Batmobile and conquer the Super-Villains!,Average,The Ultimate Batmobile,4.6
26493,75168,1,Star Wars,The Clone Wars,2017,Yoda's Jedi Starfighter,262.0,24.99,https://images.brickset.com/sets/images/75168-1.jpg,10063,1922,37.0,Journey to the stars aboard Yoda’s starship!,Easy,Yoda's Jedi Starfighter™,4.5
27154,71018,16,Collectable Minifigures,Series 17,2017,Highwayman,8.0,3.99,https://images.brickset.com/sets/images/71018-16.jpg,6116,794,26.0,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Very Easy,Series 17,4.1
