num_reviews,piece_count,prod_desc,prod_id,review_difficulty,set_name,star_rating,theme_name
3.0,122,Live life in the fast lane with LEGO® BrickHeadz The Flash™!,41598,Very Easy,The Flash™,4.0,BrickHeadz
1.0,135,Dive in with LEGO® BrickHeadz Aquaman™!,41600,Very Easy,Aquaman™,4.0,BrickHeadz
2.0,108,Get an upgrade with LEGO® BrickHeadz Cyborg™,41601,Easy,Cyborg™,5.0,BrickHeadz
7.0,712,Train your skills and learn how to become a Super Hero!,41232,Average,Super Hero High School,3.9,DC Super Hero Girls
4.0,206,Recover Batgirl’s ePad from the evil Kryptomite™!,41230,Easy,Batgirl™ Batjet Chase,4.5,DC Super Hero Girls
2.0,217,Save the super hero café from the evil Kryptomites!,41231,Average,Harley Quinn™ to the rescue,5.0,DC Super Hero Girls
2.0,145,Rescue Krypto™ from Lashina’s clutches!,41233,Average,Lashina™ Tank,4.0,DC Super Hero Girls
47.0,2526,Drive the villains out from Batman's Batcave!,76052,Average,Batman™ Classic TV Series – Batcave,4.6,DC Comics™ Super Heroes
11.0,759,Bite back against Killer Croc™ with the Bat-Tank!,76055,Average,Batman™: Killer Croc™ Sewer Smash,4.3,DC Comics™ Super Heroes
9.0,563,Help Batman™ rescue the farmer from Scarecrow™ and Killer Moth™!,76054,Easy,Batman™: Scarecrow™ Harvest of Fear,4.6,DC Comics™ Super Heroes
1.0,351,Help Batgirl™ nab Mad Harriet™ and recover the microchip!,41237,Average,Batgirl™ Secret Bunker,5.0,DC Super Hero Girls
18.0,306,Intercept the Kryptonite with the armored Batmobile!,76045,Average,Kryptonite Interception,4.6,DC Comics™ Super Heroes
7.0,286,Help Wonder Woman™ defeat the villainous Ares™!,76075,Easy,Wonder Woman™ Warrior Battle,4.7,DC Comics™ Super Heroes
8.0,257,Break out Robin™ from Ra's al Ghul's secret headquarters!,76056,Average,Batman™: Rescue from Ra's al Ghul™,4.4,DC Comics™ Super Heroes
32.0,174,Zoom into orbit and recover Green Lantern’s lantern!,76025,Easy,Green Lantern vs. Sinestro,4.8,DC Comics™ Super Heroes
2.0,142,Keep the crystals from the evil Kryptomites!,41234,Average,Bumblebee™ Helicopter,4.0,DC Super Hero Girls
30.0,91,Get set for a Batman™ v Superman™ rooftop duel!,76044,Easy,Clash of the Heroes,4.3,DC Comics™ Super Heroes
11.0,91,Celebrate THE LEGO® BATMAN MOVIE with a LEGO BrickHeadz Batman!,41585,Very Easy,Batman™,4.9,BrickHeadz
3.0,93,Stage a Kryptonite clash with Superman™ and Bizarro™!,76068,Easy,Mighty Micros: Superman™ vs. Bizarro™,4.7,DC Comics™ Super Heroes
12.0,151,Show off the evil trickster with LEGO® BrickHeadz The Joker™!,41588,Easy,The Joker™,4.8,BrickHeadz
10.0,101,Showcase the Boy Wonder with LEGO® BrickHeadz Robin™!,41587,Very Easy,Robin™,4.8,BrickHeadz
1.0,83,Fly Batman™ into battle against Killer Moth™!,76069,Easy,Mighty Micros: Batman™ vs. Killer Moth™,5.0,DC Comics™ Super Heroes
2.0,85,Dive into battle against Doomsday™ with Wonder Woman™!,76070,Easy,Mighty Micros: Wonder Woman™ vs. Doomsday™,5.0,DC Comics™ Super Heroes
9.0,99,Channel Batgirl™ with your own LEGO® BrickHeadz version!,41586,Easy,Batgirl™,4.3,BrickHeadz
7.0,712,Train your skills and learn how to become a Super Hero!,41232,Average,Super Hero High School,3.9,DC Super Hero Girls
4.0,206,Recover Batgirl’s ePad from the evil Kryptomite™!,41230,Easy,Batgirl™ Batjet Chase,4.5,DC Super Hero Girls
2.0,217,Save the super hero café from the evil Kryptomites!,41231,Average,Harley Quinn™ to the rescue,5.0,DC Super Hero Girls
2.0,145,Rescue Krypto™ from Lashina’s clutches!,41233,Average,Lashina™ Tank,4.0,DC Super Hero Girls
1.0,351,Help Batgirl™ nab Mad Harriet™ and recover the microchip!,41237,Average,Batgirl™ Secret Bunker,5.0,DC Super Hero Girls
2.0,142,Keep the crystals from the evil Kryptomites!,41234,Average,Bumblebee™ Helicopter,4.0,DC Super Hero Girls
6.0,267,"With LEGO® Dimensions™, you're gonna need a bigger imagination!",71171,Average,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,4.3,DIMENSIONS™
1.0,56,"Save the world before bedtime in the LEGO® DIMENSIONS™ multiverse with Buttercup™, the toughest fighter!",71343,Easy,The Powerpuff Girls™ Fun Pack,5.0,DIMENSIONS™
1.0,56,It’s showtime! Bring Beetlejuice™ to life in the LEGO® DIMENSIONS™ multiverse for an eerie adventure!,71349,Easy,Beetlejuice™ Fun Pack,5.0,DIMENSIONS™
2.0,105,Fight off villains with Raven and Beast Boy in the Teen Titans Go!™ Team Pack!,71255,Easy,Teen Titans Go!™ Team Pack,4.0,DIMENSIONS™
5.0,259,Get spooky with Abby Yates and the Ghostbusters™!,71242,Average,Ghostbusters™ Story Pack,4.2,DIMENSIONS™
2.0,156,Fight crime with Batgirl™ and Robin™ in THE LEGO® BATMAN MOVIE!,71264,Easy,THE LEGO® BATMAN MOVIE Story Pack,4.5,DIMENSIONS™
2.0,118,Search for treasure while avoiding the Fratelli family in the Goonies™ Level Pack!,71267,Average,Goonies™ Level Pack,5.0,DIMENSIONS™
6.0,76,Hang by a thread with Ethan on a Mission: Impossible™ level!,71248,Easy,Mission: Impossible™ Level Pack,4.5,DIMENSIONS™
2.0,92,Get devious with DC Comics' The Joker™ & Harley Quinn™!,71229,Easy,DC Comics™ Team Pack,4.0,DIMENSIONS™
11.0,96,Go retro with the LEGO® DIMENSIONS™ Midway Arcade™ Level Pack!,71235,Average,Midway Arcade™ Level Pack,3.2,DIMENSIONS™
1.0,64,Continue your wizarding adventures in LEGO® DIMENSIONS™ with your very own Harry Potter™ Fun Pack featuring Hermione Granger.,71348,Very Easy,Harry Potter™ Fun Pack,5.0,DIMENSIONS™
2.0,46,Help stop crime in the LEGO® DIMENSIONS™ multiverse with LEGO® City’s Fun Pack,71266,Average,LEGO® City Fun Pack,5.0,DIMENSIONS™
7.0,40,Set out on time-traveling adventures with Cyberman™ from Doctor Who!,71238,Easy,Cyberman™ Fun Pack,4.6,DIMENSIONS™
3.0,39,Keep watch over the multiverse from the shadows with Gollum™ from The Lord of the Rings™!,71218,Easy,LEGO® DIMENSIONS™ Gollum Fun Pack,4.3,DIMENSIONS™
4.0,59,Team up with LEGO® Chima’s™ Eris to outsmart the competition!,71232,Average,LEGO® DIMENSIONS™ Eris Fun Pack,3.8,DIMENSIONS™
171.0,4080,Welcome to the magical Disney Castle!,71040,Challenging,The Disney Castle,4.7,Disney™
52.0,2294,Discover the secrets of the Silent Mary!,71042,Average,Silent Mary,4.5,Disney™
5.0,701,Spend a day in the snow at Elsa’s Magical Ice Palace!,41148,Average,Elsa's Magical Ice Palace,4.0,Disney™
3.0,585,Dine and dance at the Dream Castle with Disney Cinderella.,41154,Challenging,Cinderella's Dream Castle,4.3,Disney™
3.0,380,Sail off to new adventures with Disney Ariel and Eric.,41153,Average,Ariel's Royal Celebration Boat,4.3,Disney™
3.0,307,Set sail with Moana to restore the heart of Te Fiti!,41150,Easy,Moana’s Ocean Voyage,4.7,Disney™
3.0,322,Help Disney Aurora turn the spinning wheel in her Fairytale Castle!,41152,Easy,Sleeping Beauty's Fairytale Castle,4.3,Disney™
4.0,350,Drive off in Cinderella’s beautiful horse-drawn carriage!,41146,Average,Cinderella's Enchanted Evening,4.8,Disney™
2.0,191,Roll up for a demolition derby at the Disney•Pixar Thunder Hollow Crazy 8 Race!,10744,Average,Thunder Hollow Crazy 8 Race,5.0,Juniors
2.0,222,Explore the secrets of the sea with Ariel and Flounder.,41145,Average,Ariel and the Magical Spell,5.0,Disney™
3.0,94,Play in the snow with Anna and Elsa at the ice palace!,10736,Average,Anna & Elsa's Frozen Playground,4.7,Juniors
2.0,116,Fix Disney•Pixar’s Lightning McQueen for his next exciting race!,10743,Easy,Smokey's Garage,4.5,Juniors
2.0,95,Smash the speed record with Disney•Pixar’s Lightning McQueen and Sheriff!,10742,Easy,Willy's Butte Speed Training,3.0,Juniors
1.0,104,"Get in training with Disney Mulan, ready for the challenge ahead!",41151,Average,Mulan's Training Day,5.0,Disney™
8.0,47,Power on and win with Disney•Pixar’s Lightning McQueen!,10730,Very Easy,Lightning McQueen Speed Launcher,4.0,Juniors
3.0,62,Take a break at the junkyard with Disney•Pixar’s Mater and his video screen!,10733,Easy,Mater's Junkyard,4.7,Juniors
1.0,115,Decorate and customize your castle!,40307,Easy,Castle Interior Kit,5.0,Disney™
1.0,80,Create beautiful mini-doll outfits!,40388,Easy,Mini-Doll Dress-Up Kit,5.0,Disney™
1.0,75,Pull in to Disney•Pixar’s Guido & Luigi’s Pit Stop for fun and games!,10732,Not Available,Guido and Luigi's Pit Stop,5.0,Juniors
3.0,59,Help Disney•Pixar’s Cruz Ramirez become the fastest race car around!,10731,Easy,Cruz Ramirez Race Simulator,5.0,Juniors
6.0,118,Lead a LEGO® BrickHeadz ghost crew featuring Disney’s Captain Armando Salazar!,41594,Very Easy,Captain Armando Salazar,5.0,BrickHeadz
11.0,174,Help Anna and Kristoff bring summer back to Arendelle!,41066,Easy,Anna & Kristoff’s Sleigh Adventure,4.0,Disney™
2.0,205,Help Moana find the heart of Te Fiti and fulfill her destiny!,41149,Challenging,Moana’s Island Adventure,4.5,Disney™
1.0,186,Host a grand ball for all the Palace Pets!,41142,Very Easy,Palace Pets Royal Castle,5.0,Disney™
2.0,153,Take a break with Anna and her horse on their journey!,41147,Easy,Anna's Snow Adventure,5.0,Disney™
9.0,109,Treasure your own LEGO® BrickHeadz construction character featuring Disney’s Captain Jack Sparrow!,41593,Easy,Captain Jack Sparrow,4.8,BrickHeadz
10.0,139,Add some Disney fairytale romance with a LEGO® BrickHeadz construction character featuring Belle!,41595,Easy,Belle,4.8,BrickHeadz
2.0,116,Bring a classic Disney tale to life with a LEGO® BrickHeadz construction character featuring Beast!,41596,Average,Beast,5.0,BrickHeadz
1.0,24,See the baby dinosaurs at the Jurassic World Gentle Giants Petting Zoo!,10879,Not Available,Gentle Giants Petting Zoo,5.0,DUPLO®
22.0,134,Take the rocks down the track with the Deluxe Train Set!,10508,Average,Deluxe Train Set,4.1,DUPLO®
8.0,163,Go Around the World on LEGO® DUPLO® adventures!,10805,Easy,Around the World,5.0,DUPLO®
1.0,106,Enjoy a day of family fun at LEGO® DUPLO® Big Fair!,10840,Easy,Big Fair,5.0,DUPLO®
1.0,67,"Get busy with a bulldozer, tipper truck and posable crane!",10813,Average,Big Construction Site,5.0,DUPLO®
11.0,52,Hop aboard My First Train Set for beginning builder fun!,10507,Easy,My First Train Set,4.7,DUPLO®
3.0,28,"Hang out with Lightning McQueen, Mack and Cruz Ramirez!",10846,Easy,Flo's Café,5.0,DUPLO®
3.0,48,Spend a day at the beach with Mickey Mouse and friends!,10827,Very Easy,Mickey & Friends Beach House,5.0,DUPLO®
2.0,57,Enjoy a delicious pizza at the LEGO® DUPLO® Pizzeria!,10834,Average,Pizzeria,5.0,DUPLO®
3.0,28,Help Batman™ use the Batwing to retrieve the stolen treasure back from The Penguin!,10823,Average,Batwing Adventure,4.3,DUPLO®
1.0,31,Race Lightning McQueen and Jackson Storm for the Piston Cup!,10857,Easy,Piston Cup Race,5.0,DUPLO®
5.0,45,Build your own holiday season fun with Santa and his sleigh!,10837,Easy,Santa's Winter Holiday,4.2,DUPLO®
1.0,37,Help Rapunzel groom Maximus and play out life in the tower.,10878,Very Easy,Rapunzel´s Tower,5.0,DUPLO®
4.0,65,"Learn to discover, build and count with the All-In-One Box of Fun!",10572,Very Easy,LEGO® DUPLO® All-in-One-Box-of-Fun,5.0,DUPLO®
2.0,26,Rush to save the burning building in the LEGO® DUPLO® Fire Truck!,10592,Very Easy,Fire Truck,5.0,DUPLO®
4.0,24,Celebrate your birthday with Mickey and Minnie!,10597,Easy,Mickey & Minnie Birthday Parade,4.8,DUPLO®
6.0,24,Turn the cone to make the carousel spin!,10845,Average,My First Carousel,2.2,DUPLO®
2.0,39,Play and learn all day long at the LEGO® DUPLO® Preschool!,10833,Average,Preschool,5.0,DUPLO®
5.0,23,Introduce counting with this easy-to-build train!,10847,Easy,Number Train,5.0,DUPLO®
6.0,36,Learn to build and create your own fleet of LEGO® DUPLO® vehicles!,10816,Easy,My First Cars and Trucks,5.0,DUPLO®
2.0,26,"Dig and shovel all day, then drive the rubble away!",10812,Average,Truck & Tracked Excavator,5.0,DUPLO®
1.0,23,Join in Mater’s video chat with Lightning McQueen!,10856,Easy,Mater´s Shed,5.0,DUPLO®
1.0,19,Enjoy a tea party with Belle and her extraordinary friends!,10877,Not Available,Belle´s Tea Party,4.0,DUPLO®
1.0,15,Stop the crook and lock him in the police van!,10809,Easy,Police Patrol,4.0,DUPLO®
15.0,1,Start creations here!,2304,Easy,LEGO® DUPLO® Green Baseplate,4.0,DUPLO®
2.0,15,Play all day with the cute LEGO® DUPLO® Family Pets!,10838,Very Easy,Family Pets,5.0,DUPLO®
1.0,28,Lock up Green Goblin in Spider-Man's amazing Spider Truck!,10608,Average,Spider-Man Spider Truck Adventure,5.0,DUPLO®
3.0,13,Tune up the motorcycle in Spider-Man's workshop!,10607,Easy,Spider-Man Web-Bike Workshop,3.7,DUPLO®
2.0,110,Combine the bricks to create your own buildings and stories!,10820,Very Easy,LEGO® DUPLO® Creative Building Basket,3.5,DUPLO®
2.0,86,Fly through the Jungle and make some animal friends!,10804,Easy,Jungle,4.5,DUPLO®
2.0,30,Join Sofia the First and ride along in her magical carriage!,10822,Very Easy,Sofia the First Magical Carriage,5.0,DUPLO®
3.0,29,Head off on your holidays with the LEGO® DUPLO® Airport!,10590,Easy,Airport,5.0,DUPLO®
3.0,25,Learn about daily routines with this easy-to-build set!,10616,Easy,My First Playhouse,5.0,DUPLO®
3.0,12,Learn about colors and fruits with this easy-to-build set!,10615,Very Easy,My First Tractor,5.0,DUPLO®
4.0,13,Look after baby animals from all around the world!,10801,Easy,Baby Animals,5.0,DUPLO®
1.0,13,"Safety check the LEGO® DUPLO® Little Plane, then head for the skies!",10808,Very Easy,Little Plane,5.0,DUPLO®
2.0,7,Watch budding builders take flight with this colorful parrot!,10852,Very Easy,My First Bird,5.0,DUPLO®
2.0,8,Watch little bakers serve up cute LEGO® DUPLO® cakes!,10850,Easy,My First Cakes,5.0,DUPLO®
1.0,695,Stop the Goblin King’s evil plan and rescue Emily Jones’ sister!,41188,Not Available,Breakout from the Goblin King's Fortress,5.0,Elves
2.0,646,Rescue the captured Guardian Earth Fox from Noctura’s tower!,41194,Not Available,Noctura's Tower & the Earth Fox Rescue,4.5,Elves
6.0,460,Heal the baby dragon and transform a goblin from bad to good!,41187,Average,Rosalyn's Healing Hideout,4.3,Elves
2.0,451,Join forces with Aira and Lumia to protect the Wind Dragon!,41193,Average,Aira & the Song of the Wind Dragon,5.0,Elves
8.0,339,Search for crystals in the cave with the evil Goblin King!,41183,Average,The Goblin King's Evil Dragon,4.3,Elves
2.0,360,Free the Guardian Fire Lion from the evil shadow bats’ chain!,41192,Average,Azari & the Fire Lion Capture,4.0,Elves
2.0,205,Help Naida defend the Guardian Water Turtle from the shadow bat!,41191,Average,Naida & the Water Turtle Ambush,5.0,Elves
2.0,145,Escape the carnivorous plants with Azari and Firebolt!,41186,Average,Azari & the Goblin Forest Escape,5.0,Elves
2.0,149,Help Emily Jones find the lost diary page and outwit the shadow bat!,41190,Easy,Emily Jones & the Eagle Getaway,5.0,Elves
3.0,637,Explore the secret Goblin Village without getting caught!,41185,Average,Magic Rescue from the Goblin Village,5.0,Elves
3.0,67,Protect the crystals from the goblin thief!,41181,Easy,Naida's Gondola & the Goblin Thief,5.0,Elves
4.0,226,Protect Sophie Jones from being captured in Elvendale!,41182,Average,The Capture of Sophie Jones,4.5,Elves
4.0,871,Look after the sick and injured people of Heartlake City!,41318,Average,Heartlake Hospital,4.8,Friends
8.0,622,Make cakes ready for a party at Stephanie’s House!,41314,Average,Stephanie's House,4.1,Friends
2.0,603,Jump aboard the luxury Sunshine Catamaran with friends!,41317,Challenging,Sunshine Catamaran,4.5,Friends
7.0,722,Plot mission after mission together at the Friendship House!,41340,Average,Friendship House,4.1,Friends
3.0,585,Get into winter sports with friends at the snow resort!,41324,Average,Snow Resort Ski Lift,3.7,Friends
6.0,589,Enjoy swimming in the sunshine at the Heartlake Summer Pool!,41313,Easy,Heartlake Summer Pool,4.5,Friends
1.0,460,Show off your sporting prowess at the Sports Arena!,41338,Average,Stephanie's Sports Arena,4.0,Friends
4.0,402,Stay cozy and warm in the beautiful log cabin!,41323,Average,Snow Resort Chalet,5.0,Friends
3.0,326,Have fun playing at Heartlake City Playground with Mia and Sienna!,41325,Challenging,Heartlake City Playground,3.7,Friends
3.0,378,Get inspired with Emma at her favorite Art Café!,41336,Average,Emma's Art Café,2.7,Friends
2.0,351,Climb up to the tree house and help Mia settle in!,41335,Challenging,Mia's Tree House,5.0,Friends
2.0,307,Glide across the ice and show off your skills!,41322,Average,Snow Resort Ice Rink,4.5,Friends
1.0,309,Cruise in style to the hottest beach party in town!,41316,Easy,Andrea's Speedboat Transporter,5.0,Friends
7.0,289,Enjoy pizza with friends at Heartlake’s Italian restaurant!,41311,Easy,Heartlake Pizzeria,4.1,Friends
3.0,246,Keep warm with delicious hot chocolate from the van!,41319,Easy,Snow Resort Hot Chocolate Van,4.0,Friends
1.0,229,Put on a show in the park with Andrea and Pepper!,41334,Average,Andrea's Park Performance,5.0,Friends
1.0,223,Drive to the rescue in Heartlake City with Olivia and Zobo.,41333,Not Available,Olivia's Mission Vehicle,5.0,Friends
4.0,186,Get ready for a day of watersports action at the Surf Shop!,41315,Easy,Heartlake Surf Shop,4.5,Friends
1.0,163,Work on Olivia’s latest invention in her hi-tech bedroom!,41329,Easy,Olivia's Deluxe Bedroom,4.0,Friends
2.0,67,Join Emma and her cat for a fun party in the park!,10748,Very Easy,Emma's Pet Party,5.0,Juniors
2.0,95,Stephanie is always on the go… even at home in her bedroom!,41328,Easy,Stephanie's Bedroom,5.0,Friends
3.0,86,Explore Mia’s bedroom and discover her personality!,41327,Average,Mia's Bedroom,3.0,Friends
2.0,249,Keep things safe inside this cute buildable hedgehog!,40171,Average,LEGO® Friends Buildable Hedgehog Storage,5.0,Friends
5.0,286,Look after Heartlake's coolest canines!,41124,Average,Heartlake Puppy Daycare,5.0,Friends
5.0,176,Head to the Heartlake Party Shop for all your celebration supplies!,41132,Easy,Heartlake Party Shop,2.8,Friends
8.0,195,Not Available,41128,Average,Amusement Park Space Ride,4.5,Friends
1.0,62,Train for the big dog show with Sky the puppy!,41303,Not Available,Puppy Playground,5.0,Friends
17.0,1124,Not Available,41130,Average,Amusement Park Roller Coaster,4.8,Friends
5.0,774,"Learn to sing, dance and play with friends in Heartlake City!",41134,Easy,Heartlake Performance School,2.8,Friends
5.0,575,Train for the next big horse show at the Heartlake Riding Club!,41126,Average,Heartlake Riding Club,5.0,Friends
3.0,328,Stay fit and healthy at the Heartlake Sports Center!,41312,Average,Heartlake Sports Center,4.7,Friends
18.0,217,Count down to Christmas with LEGO® Friends!,41326,Easy,LEGO® Friends Advent Calendar,2.6,Friends
1.0,185,Drive the van to send special gifts all around Heartlake City!,41310,Easy,Heartlake Gift Delivery,4.0,Friends
1.0,145,Arrive at the dog show in style with a puppy limo!,41301,Not Available,Puppy Parade,4.0,Friends
6.0,174,Not Available,41127,Average,Amusement Park Arcade,4.3,Friends
1.0,79,Hop on the scooter and zoom off to catch some waves!,41306,Easy,Mia's Beach Scooter,4.0,Friends
2.0,77,Pamper Emma's cute pet foal at the Foal's Washing Station!,41123,Easy,Foal's Washing Station,5.0,Friends
1.0,45,Get puppy Lara ready for her big dog show debut!,41302,Easy,Puppy Pampering,5.0,Friends
130.0,4634,Get ready to bust some ghosts at the Firehouse Headquarters!,75827,Challenging,Firehouse Headquarters,4.8,Ghostbusters™
24.0,556,Speed after Mayhem with the LEGO® Ghostbusters™ Ecto-1 & 2 vehicles!,75828,Average,Ecto-1 & 2,4.8,Ghostbusters™
83.0,962,"Designed by fan creator, Jake Sadovich, Idaho, USA.",21313,Average,Ship in a Bottle,4.5,Ideas
30.0,230,Reimagine Disney’s TRON: Legacy movie scenes with LEGO® bricks!,21314,Easy,TRON: Legacy,4.4,Ideas
79.0,2049,Prepare for the ultimate fishing trip!,21310,Average,Old Fishing Store,5.0,Ideas
367.0,1969,Build the first rocket to land people on the Moon!,21309,Challenging,LEGO® NASA Apollo Saturn V,4.9,Ideas
23.0,496,What time is it? It’s LEGO® Adventure Time™!,21308,Easy,Adventure Time™,3.3,Ideas
33.0,231,"Build, play and learn from inspiring women of NASA!",21312,Easy,Women of NASA,4.6,Ideas
51.0,773,Add quirky vehicle style to your shelf or desk!,21307,Average,Caterham Seven 620R,4.1,Ideas
1.0,266,Race with Disney•Pixar’s Lightning McQueen for the trophy!,10745,Challenging,Florida 500 Final Race,5.0,Juniors
2.0,191,Roll up for a demolition derby at the Disney•Pixar Thunder Hollow Crazy 8 Race!,10744,Average,Thunder Hollow Crazy 8 Race,5.0,Juniors
2.0,175,Tear it down and build it again!,10734,Not Available,Demolition Site,5.0,Juniors
3.0,94,Play in the snow with Anna and Elsa at the ice palace!,10736,Average,Anna & Elsa's Frozen Playground,4.7,Juniors
1.0,151,Swoop in with Batman™ and take on the Joker™!,10753,Easy,The Joker™ Batcave Attack,5.0,Juniors
2.0,116,Fix Disney•Pixar’s Lightning McQueen for his next exciting race!,10743,Easy,Smokey's Garage,4.5,Juniors
2.0,100,It’s feeding time down at the animal farm!,10746,Easy,Mia's Farm Suitcase,5.0,Juniors
2.0,95,Smash the speed record with Disney•Pixar’s Lightning McQueen and Sheriff!,10742,Easy,Willy's Butte Speed Training,3.0,Juniors
1.0,125,Swing into action with Spider-Man and catch the Scorpion!,10754,Not Available,Spider-Man vs. Scorpion Street Showdown,4.0,Juniors
2.0,108,Help Kai and Lloyd save NINJAGO® City from Great White!,10739,Easy,Shark Attack,4.5,Juniors
1.0,110,Help the firefighters battle the blaze!,10740,Easy,Fire Patrol Suitcase,4.0,Juniors
2.0,67,Help Snow White choose a pie to bake for her animal friends!,10738,Average,Snow White's Forest Cottage,5.0,Juniors
2.0,63,Battle Mr. Freeze™ with Batman™ and his Batboat on the Gotham City Sea!,10737,Easy,Batman™ vs. Mr. Freeze™,4.5,Juniors
8.0,47,Power on and win with Disney•Pixar’s Lightning McQueen!,10730,Very Easy,Lightning McQueen Speed Launcher,4.0,Juniors
3.0,62,Take a break at the junkyard with Disney•Pixar’s Mater and his video screen!,10733,Easy,Mater's Junkyard,4.7,Juniors
2.0,67,Join Emma and her cat for a fun party in the park!,10748,Very Easy,Emma's Pet Party,5.0,Juniors
1.0,75,Pull in to Disney•Pixar’s Guido & Luigi’s Pit Stop for fun and games!,10732,Not Available,Guido and Luigi's Pit Stop,5.0,Juniors
3.0,59,Help Disney•Pixar’s Cruz Ramirez become the fastest race car around!,10731,Easy,Cruz Ramirez Race Simulator,5.0,Juniors
1.0,143,Have fun at the seaside with Stephanie and Andrea!,10747,Average,Andrea & Stephanie's Beach Holiday,5.0,Juniors
5.0,137,Protect the Spider-Man™ Hideout against an aerial assault from Green Goblin!,10687,Very Easy,Spider-Man™ Hideout,4.2,Juniors
1.0,172,Discover the Lost Temple and help Lloyd win the Sword of Fire!,10725,Very Easy,Lost Temple,4.0,Juniors
3.0,90,Catch the crook before he gets away!,10735,Easy,Police Truck Chase,5.0,Juniors
2.0,58,Plan a day of riding with friends!,10726,Very Easy,Stephanie's Horse Carriage,3.0,Juniors
1.0,70,Ride the waves with Ariel and Flounder as she explores new worlds in her dolphin carriage!,10723,Easy,Ariel’s Dolphin Carriage,5.0,Juniors
2.0,1019,Rescue Maisie from the Indoraptor at Lockwood Estate!,75930,Easy,Indoraptor Rampage at Lockwood Estate,5.0,Indoraptor Rampage at Lockwood Estate
1.0,577,Escape from the rampaging Carnotaurus!,75929,Not Available,Carnotaurus Gyrosphere Escape,5.0,Carnotaurus Gyrosphere Escape
4.0,360,Play a game of hide and seek with the Velociraptor!,75932,Average,Jurassic Park Velociraptor Chase,5.0,Jurassic Park Velociraptor Chase
1.0,289,Defend the outpost from the terrifying Dilophosaurus!,75931,Easy,Dilophosaurus Outpost Attack,4.0,Dilophosaurus Outpost Attack
2.0,222,Stage a security breach with a dinosaur lab breakout!,75927,Average,Stygimoloch Breakout,5.0,Stygimoloch Breakout
1.0,234,Train a raptor with LEGO® BrickHeadz™ Owen and Blue!,41614,Easy,Owen & Blue,5.0,BrickHeadz
1.0,126,Chase the Pteranodon and rescue it from danger!,75926,Easy,Pteranodon Chase,4.0,Pteranodon Chase
1.0,24,See the baby dinosaurs at the Jurassic World Gentle Giants Petting Zoo!,10879,Not Available,Gentle Giants Petting Zoo,5.0,DUPLO®
52.0,1363,Create and show off the mighty Hulkbuster!,76105,Average,The Hulkbuster: Ultron Edition,3.8,Marvel Super Heroes
7.0,1004,Stop Cull Obsidian and Ebony Maw stealing the Infinity Stone!,76108,Average,Sanctum Sanctorum Showdown,5.0,Marvel Super Heroes
17.0,674,Battle Thanos for the Infinity Gauntlet with the Avengers!,76107,Average,Thanos: Ultimate Battle,4.7,Marvel Super Heroes
3.0,416,Repel Corvus Glaive’s thresher attack on the Wakandan wall!,76103,Average,Corvus Glaive Thresher Attack,4.0,Marvel Super Heroes
13.0,375,Bash the ball-shooting gun turret with the Hulkbuster!,76104,Easy,The Hulkbuster Smash-Up,4.8,Marvel Super Heroes
10.0,223,Find Thor’s ultimate weapon!,76102,Easy,Thor's Weapon Quest,4.4,Marvel Super Heroes
13.0,124,Defend Wakanda from attack with the Avengers!,76101,Easy,Outrider Dropship Attack,4.8,Marvel Super Heroes
3.0,101,Save the universe with LEGO® BrickHeadz Iron Man MK50!,41604,Average,Iron Man MK50,4.7,BrickHeadz
2.0,105,Feel the power of Infinity with LEGO® BrickHeadz Thanos!,41605,Easy,Thanos,5.0,BrickHeadz
1.0,113,Be a legendary outlaw with LEGO® BrickHeadz Star-Lord!,41606,Easy,Star-Lord,5.0,BrickHeadz
1.0,136,Master the skills of a green-skinned assassin with LEGO® BrickHeadz Gamora!,41607,Not Available,Gamora,5.0,BrickHeadz
6.0,492,Battle for freedom in the arena with Hulk and Thor!,76088,Average,Thor vs. Hulk: Arena Clash,4.3,Marvel Super Heroes
7.0,375,Get ready for a clash of the Hulks!,76078,Easy,Hulk vs. Red Hulk,3.7,Marvel Super Heroes
6.0,400,Fight for the future of Asgard!,76084,Easy,The Ultimate Battle for Asgard,4.3,Marvel Super Heroes
23.0,375,Intercept The Shocker and take down the Vulture!,76083,Average,Beware the Vulture,4.6,Marvel Super Heroes
7.0,358,Capture Killmonger with Nakia’s awesome Royal Talon Fighter!,76100,Average,Royal Talon Fighter Attack,4.7,Marvel Super Heroes
10.0,377,Send in Iron Man to rescue Agent Coulson from Detroit Steel!,76077,Easy,Iron Man: Detroit Steel Strikes,4.6,Marvel Super Heroes
6.0,229,Battle Killmonger for the precious vibranium with Black Panther!,76099,Easy,Rhino Face-Off by the Mine,4.7,Marvel Super Heroes
9.0,185,Foil the masked robbers’ bank raid!,76082,Easy,ATM Heist Battle,3.9,Marvel Super Heroes
10.0,160,Retrieve Captain America's shield from evil Super-Adaptoid!,76076,Easy,Captain America Jet Pursuit,3.7,Marvel Super Heroes
1.0,125,Swing into action with Spider-Man and catch the Scorpion!,10754,Not Available,Spider-Man vs. Scorpion Street Showdown,4.0,Juniors
2.0,79,Match Thor against Loki in an epic Mighty Micros clash!,76091,Easy,Mighty Micros: Thor vs. Loki,3.5,Marvel Super Heroes
