SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,USPrice,ImageURL,OwnedBy,WantedBy,Rating
26913,40174,1,Miscellaneous,Games,2017,LEGO Chess,,1450,54.99,https://images.brickset.com/sets/images/40174-1.jpg,1817,794,
26902,30607,1,The LEGO Batman Movie,Promotional,2017,Disco Batman - Tears of Batman ,2,13,,https://images.brickset.com/sets/images/30607-1.jpg,6517,1141,
26483,70624,1,Ninjago,The Hands of Time,2017,Vermillion Invader,3,313,29.99,https://images.brickset.com/sets/images/70624-1.jpg,966,432,
26569,75879,1,Speed Champions,Ferrari,2017,Scuderia Ferrari SF16-H,1,184,14.99,https://images.brickset.com/sets/images/75879-1.jpg,4076,1029,
26548,60149,1,City,Great Vehicles,2017,4x4 with Catamaran,2,198,19.99,https://images.brickset.com/sets/images/60149-1.jpg,3829,1067,
26696,70914,1,The LEGO Batman Movie,,2017,Bane Toxic Truck Attack,3,366,49.99,https://images.brickset.com/sets/images/70914-1.jpg,3253,1354,
26724,75191,1,Star Wars,Episode II,2017,Jedi Starfighter with Hyperdrive,4,825,99.99,https://images.brickset.com/sets/images/75191-1.jpg,3352,3079,
26796,60158,1,City,Jungle,2017,Jungle Cargo Helicopter ,2,201,19.99,https://images.brickset.com/sets/images/60158-1.jpg,2921,696,
26423,31056,1,Creator,,2017,Green Cruiser,,122,9.99,https://images.brickset.com/sets/images/31056-1.jpg,2378,343,
27655,SWMF,1,Star Wars,Promotional,2017,Millennium Falcon,,20,4.99,https://images.brickset.com/sets/images/SWMF-1.jpg,1500,460,
26504,42057,1,Technic,,2017,Ultralight Helicopter,,199,19.99,https://images.brickset.com/sets/images/42057-1.jpg,3115,438,
24923,70608,1,The LEGO Ninjago Movie,,2017,Master Falls,4,312,29.99,https://images.brickset.com/sets/images/70608-1.jpg,3537,937,
26530,76077,1,Marvel Super Heroes,Comics,2017,Iron Man: Detroit Steel Strikes,3,377,29.99,https://images.brickset.com/sets/images/76077-1.jpg,4939,1390,
26507,42060,1,Technic,,2017,Roadwork Crew,,365,29.99,https://images.brickset.com/sets/images/42060-1.jpg,2166,432,
26550,60151,1,City,Great Vehicles,2017,Dragster Transporter,2,333,29.99,https://images.brickset.com/sets/images/60151-1.jpg,2012,808,
26553,76079,1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,Ravager Attack,3,197,19.99,https://images.brickset.com/sets/images/76079-1.jpg,5166,1114,
26558,10707,1,Classic,,2017,Red Creative Box,,55,4.99,https://images.brickset.com/sets/images/10707-1.jpg,2802,167,
26602,75171,1,Star Wars,Rogue One,2017,Battle on Scarif,4,419,49.99,https://images.brickset.com/sets/images/75171-1.jpg,5350,2222,
26798,60160,1,City,Jungle,2017,Jungle Mobile Lab,4,426,59.99,https://images.brickset.com/sets/images/60160-1.jpg,2815,1142,
26794,60156,1,City,Jungle,2017,Jungle Buggy,1,53,6.99,https://images.brickset.com/sets/images/60156-1.jpg,3562,647,
26787,60155,1,City,Seasonal,2017,City Advent Calendar,6,248,29.99,https://images.brickset.com/sets/images/60155-1.jpg,3719,486,
26723,75175,1,Star Wars,Episode VI,2017,A-wing Starfighter,3,358,39.99,https://images.brickset.com/sets/images/75175-1.jpg,4907,2908,
26737,42068,1,Technic,,2017,Airport Rescue Vehicle,,1094,99.99,https://images.brickset.com/sets/images/42068-1.jpg,1817,1003,
26691,70910,1,The LEGO Batman Movie,,2017,Scarecrow Special Delivery,3,204,19.99,https://images.brickset.com/sets/images/70910-1.jpg,4276,1291,
26908,30351,1,City,Police,2017,Police Helicopter,1,44,,https://images.brickset.com/sets/images/30351-1.jpg,3008,397,
26912,40236,1,Seasonal,Valentine's Day,2017,Romantic Valentine Picnic,2,126,9.99,https://images.brickset.com/sets/images/40236-1.jpg,4691,838,
26915,30400,1,Friends,,2017,Gymnastic Bar,1,26,,https://images.brickset.com/sets/images/30400-1.jpg,1286,235,
26932,30476,1,Creator,,2017,Happy Turtle,,33,,https://images.brickset.com/sets/images/30476-1.jpg,1181,513,
26869,71017,15,Collectable Minifigures,The LEGO Batman Movie,2017,Zodiac Master,1,5,3.99,https://images.brickset.com/sets/images/71017-20.jpg,5722,464,
26801,60168,1,City,Coast Guard,2017,Sailboat Rescue,2,195,29.99,https://images.brickset.com/sets/images/60168-1.jpg,1080,974,
27019,41596,1,BrickHeadz,Disney,2017,Beast,,116,9.99,https://images.brickset.com/sets/images/41596-1.jpg,4405,466,
27145,71018,7,Collectable Minifigures,Series 17,2017,Butterfly Girl,1,9,3.99,https://images.brickset.com/sets/images/71018-7.jpg,4718,553,
27269,71019,8,Collectable Minifigures,The LEGO Ninjago Movie,2017,Cole,1,5,3.99,https://images.brickset.com/sets/images/71019-18.jpg,3899,491,
27264,71019,5,Collectable Minifigures,The LEGO Ninjago Movie,2017,Garmadon,1,7,3.99,https://images.brickset.com/sets/images/71019-13.jpg,3769,424,
27265,71019,15,Collectable Minifigures,The LEGO Ninjago Movie,2017,Flashback Garmadon,1,8,3.99,https://images.brickset.com/sets/images/71019-14.jpg,3472,391,
26419,60135,1,City,Police,2017,ATV Arrest,2,47,6.99,https://images.brickset.com/sets/images/60135-1.jpg,2560,554,
26420,60138,1,City,Police,2017,High-speed Chase,4,294,39.99,https://images.brickset.com/sets/images/60138-1.jpg,3393,776,
26448,41184,1,Elves,,2017,Aira's Airship & the Amulet Chase,3,343,39.99,https://images.brickset.com/sets/images/41184-1.jpg,1438,509,
26432,31065,1,Creator,,2017,Park Street Townhouse,2,566,49.99,https://images.brickset.com/sets/images/31065-1.jpg,3669,2071,
27302,40170,1,City,General,2017,Build My City Accessory Set,,100,9.99,https://images.brickset.com/sets/images/40170-1.jpg,2420,1171,
27298,30497,1,Star Wars,The Last Jedi,2017,First Order Heavy Assault Walker,,54,,https://images.brickset.com/sets/images/30497-1.jpg,5566,576,
26711,75177,1,Star Wars,The Last Jedi,2017,First Order Heavy Scout Walker,4,554,49.99,https://images.brickset.com/sets/images/75177-1.jpg,3864,1097,
26703,76085,1,DC Comics Super Heroes,DC Extended Universe,2017,Battle of Atlantis,4,197,19.99,https://images.brickset.com/sets/images/76085-1.jpg,4186,715,
24926,70611,1,The LEGO Ninjago Movie,,2017,Water Strider,4,494,29.99,https://images.brickset.com/sets/images/70611-1.jpg,2908,717,
26730,21036,1,Architecture,Landmark Series,2017,Arc de Triomphe,,386,39.99,https://images.brickset.com/sets/images/21036-1.jpg,3825,1613,
26858,71017,14,Collectable Minifigures,The LEGO Batman Movie,2017,Orca,1,4,3.99,https://images.brickset.com/sets/images/71017-9.jpg,6457,720,
26445,41181,1,Elves,,2017,Naida's Gondola & the Goblin Thief,2,67,9.99,https://images.brickset.com/sets/images/41181-1.jpg,1318,356,
26456,41306,1,Friends,Summer,2017,Mia's Beach Scooter,1,79,9.99,https://images.brickset.com/sets/images/41306-1.jpg,1328,324,
27617,951704,1,City,Magazine Gift,2017,Fireman,1,,,https://images.brickset.com/sets/images/CITY951704-1.jpg,420,155,
27537,5004939,1,The LEGO Batman Movie,Promotional,2017,The LEGO Batman Movie Minifigure Collection,4,27,19.99,https://images.brickset.com/sets/images/5004939-1.jpg,3593,875,
27549,40253,1,Seasonal,Christmas,2017,Christmas Build-Up,,254,,https://images.brickset.com/sets/images/40253-1.jpg,4443,252,
27459,10259,1,Creator Expert,Winter Village,2017,Winter Village Station,5,902,79.99,https://images.brickset.com/sets/images/10259-1.jpg,8896,2103,
27326,11914,1,DC Comics Super Heroes,,2017,DC Comics Super Heroes Build Your Own Adventure parts,1,80,,https://images.brickset.com/sets/images/11914-1.jpg,791,236,
27271,71019,12,Collectable Minifigures,The LEGO Ninjago Movie,2017,Shark Army Octopus,1,8,3.99,https://images.brickset.com/sets/images/71019-20.jpg,3798,470,
27295,40177,1,City,Jungle,2017,City Jungle Explorer Kit,1,40,,https://images.brickset.com/sets/images/40177-1.jpg,719,1248,
27296,5004394,1,The LEGO Ninjago Movie,Promotional,2017,Movie Maker,1,46,,https://images.brickset.com/sets/images/5004394-1.jpg,374,245,
27390,40262,1,Seasonal,Christmas,2017,Christmas Train Ride,3,169,9.99,https://images.brickset.com/sets/images/40262-1.jpg,5351,758,
24947,71255,1,Dimensions,Team Pack,2017,Teen Titans Go! Team Pack,2,105,24.99,https://images.brickset.com/sets/images/71255-1.jpg,1989,1254,
26455,41305,1,Friends,,2017,Emma's Photo Studio,1,96,9.99,https://images.brickset.com/sets/images/41305-1.jpg,1371,383,
26460,41310,1,Friends,Party,2017,Heartlake Gift Delivery,1,185,19.99,https://images.brickset.com/sets/images/41310-1.jpg,1094,407,
26433,41230,1,DC Super Hero Girls,,2017,Batgirl Batjet Chase,1,206,24.99,https://images.brickset.com/sets/images/41230-1.jpg,1689,299,
26436,41233,1,DC Super Hero Girls,,2017,Lashina Tank,1,145,14.99,https://images.brickset.com/sets/images/41233-1.jpg,1404,245,
26437,41234,1,DC Super Hero Girls,,2017,Bumblebee Helicopter,1,142,14.99,https://images.brickset.com/sets/images/41234-1.jpg,1330,275,
26415,21032,1,Architecture,Skylines,2017,Sydney,,361,29.99,https://images.brickset.com/sets/images/21032-1.jpg,4321,1462,
26430,31063,1,Creator,,2017,Beachside Vacation,2,275,29.99,https://images.brickset.com/sets/images/31063-1.jpg,2753,1159,
26337,76072,1,Marvel Super Heroes,Mighty Micros,2017,Mighty Micros: Iron Man vs. Thanos,2,94,9.99,https://images.brickset.com/sets/images/76072-1.jpg,3675,1002,
26859,71017,10,Collectable Minifigures,The LEGO Batman Movie,2017,Pink Power Batgirl,1,7,3.99,https://images.brickset.com/sets/images/71017-10.jpg,6142,505,
26853,71017,4,Collectable Minifigures,The LEGO Batman Movie,2017,Clan of the Cave Batman,1,6,3.99,https://images.brickset.com/sets/images/71017-4.jpg,6179,526,
26933,30612,1,The LEGO Batman Movie,Promotional,2017,Batgirl,1,9,,https://images.brickset.com/sets/images/30612-1.jpg,1511,869,
26929,30353,1,City,Construction,2017,Tractor,1,43,,https://images.brickset.com/sets/images/30353-1.jpg,1093,1040,
26916,30521,1,The LEGO Batman Movie,Miscellaneous,2017,The Mini Batmobile,,68,,https://images.brickset.com/sets/images/30521-1.jpg,2519,715,
26907,30496,1,Star Wars,Rogue One,2017,U-Wing Fighter,,55,3.99,https://images.brickset.com/sets/images/30496-1.jpg,3344,798,
26909,30425,1,Ninjago,General,2017,CRU Master's Training Grounds,2,43,,https://images.brickset.com/sets/images/30425-1.jpg,1641,454,
26895,30376,1,Nexo Knights,Miscellaneous,2017,Knighton Rider,1,42,,https://images.brickset.com/sets/images/30376-1.jpg,1060,377,
27020,40265,1,Friends,,2017,Tic-Tac-Toe,,58,,https://images.brickset.com/sets/images/40265-1.jpg,1687,269,
27013,41588,1,BrickHeadz,DC Comics Super Heroes,2017,The Joker,,151,9.99,https://images.brickset.com/sets/images/41588-1.jpg,5517,587,
27014,41589,1,BrickHeadz,Marvel Super Heroes,2017,Captain America,,79,9.99,https://images.brickset.com/sets/images/41589-1.jpg,4832,752,
27003,40260,1,Seasonal,Halloween,2017,Halloween Haunt,2,145,9.99,https://images.brickset.com/sets/images/40260-1.jpg,4245,1029,
26942,17101,1,Boost,,2017,Boost Creative Toolbox,,843,159.99,https://images.brickset.com/sets/images/17101-1.jpg,2663,719,
26935,30551,1,Disney,Cinderella,2017,Cinderella's Kitchen,1,37,,https://images.brickset.com/sets/images/30551-1.jpg,1188,356,
26956,70354,1,Nexo Knights,Season 4,2017,Axl's Rumble Maker,4,393,39.99,https://images.brickset.com/sets/images/70354-1.jpg,591,361,
26957,70355,1,Nexo Knights,Season 4,2017,Aaron's Rock Climber,5,598,59.99,https://images.brickset.com/sets/images/70355-1.jpg,684,431,
27266,71019,1,Collectable Minifigures,The LEGO Ninjago Movie,2017,Kai Kendo,1,7,3.99,https://images.brickset.com/sets/images/71019-15.jpg,3592,398,
27251,71019,14,Collectable Minifigures,The LEGO Ninjago Movie,2017,Shark Army Great White,1,6,3.99,https://images.brickset.com/sets/images/71019-8.jpg,3539,416,
27253,71019,17,Collectable Minifigures,The LEGO Ninjago Movie,2017,Gong & Guitar Rocker,1,6,3.99,https://images.brickset.com/sets/images/71019-10.jpg,3770,477,
27205,30610,1,Marvel Super Heroes,Comics,2017,Giant Man Hank Pym,1,3,,https://images.brickset.com/sets/images/30610-1.jpg,1324,1065,
27220,71343,1,Dimensions,Fun Pack,2017,Buttercup Fun Pack,1,56,14.99,https://images.brickset.com/sets/images/71343-1.jpg,2641,606,
27221,71346,1,Dimensions,Team Pack,2017,The Powerpuff Girls Team Pack,2,93,24.99,https://images.brickset.com/sets/images/71346-1.jpg,2643,638,
27193,40173,1,Miscellaneous,Photo frames,2017,Picture Frame,,268,16.99,https://images.brickset.com/sets/images/40173-1.jpg,907,170,
27150,71018,12,Collectable Minifigures,Series 17,2017,Yuppie,1,7,3.99,https://images.brickset.com/sets/images/71018-12.jpg,5130,626,
27140,71018,2,Collectable Minifigures,Series 17,2017,Circus Strong Man,1,5,3.99,https://images.brickset.com/sets/images/71018-2.jpg,5079,460,
27152,71018,14,Collectable Minifigures,Series 17,2017,Dance Instructor,1,6,3.99,https://images.brickset.com/sets/images/71018-14.jpg,4622,535,
27040,71267,1,Dimensions,Level Pack,2017,The Goonies Level Pack,1,118,29.99,https://images.brickset.com/sets/images/71267-1.jpg,3573,1007,
26726,71042,1,Pirates of the Caribbean,Dead Men Tell No Tales,2017,Silent Mary,8,2294,199.99,https://images.brickset.com/sets/images/71042-1.jpg,3622,2082,
26716,75184,1,Star Wars,Seasonal,2017,Star Wars Advent Calendar,8,309,39.99,https://images.brickset.com/sets/images/75184-1.jpg,6746,1055,
26742,31069,1,Creator,Modular,2017,Modular Family Villa,3,728,69.99,https://images.brickset.com/sets/images/31069-1.jpg,2641,1781,
26705,76087,1,DC Comics Super Heroes,DC Extended Universe,2017,Flying Fox: Batmobile Airlift Attack,6,955,129.99,https://images.brickset.com/sets/images/76087-1.jpg,1768,1051,
26712,75178,1,Star Wars,The Force Awakens,2017,Jakku Quadjumper,5,457,49.99,https://images.brickset.com/sets/images/75178-1.jpg,4392,1961,
26700,76082,1,Marvel Super Heroes,Spider-Man: Homecoming,2017,ATM Heist Battle,3,185,19.99,https://images.brickset.com/sets/images/76082-1.jpg,3343,1171,
26652,60141,1,City,Police,2017,Police Station,7,894,99.99,https://images.brickset.com/sets/images/60141-1.jpg,2720,1202,
26788,60169,1,City,Cargo,2017,Cargo Terminal,4,740,79.99,https://images.brickset.com/sets/images/60169-1.jpg,2495,1625,
26791,60165,1,City,Coast Guard,2017,4 x 4 Response Unit ,3,347,39.99,https://images.brickset.com/sets/images/60165-1.jpg,2341,886,
26759,41321,1,Friends,Snow Resort,2017,Snow Resort Off-Roader,1,141,14.99,https://images.brickset.com/sets/images/41321-1.jpg,936,355,
26621,75883,1,Speed Champions,Mercedes,2017,Mercedes AMG Petronas Formula One Team,8,941,99.99,https://images.brickset.com/sets/images/75883-1.jpg,1754,1408,
26638,75878,1,Speed Champions,Bugatti,2017,Bugatti Chiron,1,181,14.99,https://images.brickset.com/sets/images/75878-1.jpg,4954,1483,
26580,70907,1,The LEGO Batman Movie,,2017,Killer Croc Tail-Gator,4,460,69.99,https://images.brickset.com/sets/images/70907-1.jpg,3733,1379,
26574,42066,1,Technic,,2017,Air Race Jet,,1151,159.99,https://images.brickset.com/sets/images/42066-1.jpg,1908,1013,
26594,10847,1,Duplo,,2017,My First Number Train,2,23,19.99,https://images.brickset.com/sets/images/10847-1.jpg,833,38,
26598,10851,1,Duplo,,2017,My First Bus,,6,4.99,https://images.brickset.com/sets/images/10851-1.jpg,624,29,
26555,76081,1,Marvel Super Heroes,Guardians of the Galaxy Vol. 2,2017,The Milano vs. The Abilisk,5,460,49.99,https://images.brickset.com/sets/images/76081-1.jpg,5033,1444,
26556,10703,1,Classic,,2017,Creative Builder Box,,502,,https://images.brickset.com/sets/images/10703-1.jpg,1520,402,
26488,75161,1,Star Wars,MicroFighters,2017,TIE Striker Microfighter,1,88,9.99,https://images.brickset.com/sets/images/75161-1.jpg,6258,1096,
26481,70622,1,Ninjago,The Hands of Time,2017,Desert Lightning,3,201,19.99,https://images.brickset.com/sets/images/70622-1.jpg,1350,432,
26468,21132,1,Minecraft,Minifig-scale,2017,Jungle Temple,3,598,49.99,https://images.brickset.com/sets/images/21132-1.jpg,511,627,
26531,76076,1,Marvel Super Heroes,Comics,2017,Captain America Jet Pursuit,3,160,19.99,https://images.brickset.com/sets/images/76076-1.jpg,3455,1031,
26559,10708,1,Classic,,2017,Green Creative Box,,66,4.99,https://images.brickset.com/sets/images/10708-1.jpg,3141,186,
26552,70372,1,Nexo Knights,Combo NEXO Powers,2017,Combo NEXO Powers Wave 1,,10,3.99,https://images.brickset.com/sets/images/70372-1.jpg,1051,181,
26572,42062,1,Technic,,2017,Container Yard,,631,59.99,https://images.brickset.com/sets/images/42062-1.jpg,1703,729,
27215,40176,1,Star Wars,Rogue One,2017,Scarif Stormtrooper,1,25,,https://images.brickset.com/sets/images/40176-1.jpg,5436,1494,
26928,30352,1,City,Police,2017,Police Car,1,50,,https://images.brickset.com/sets/images/30352-1.jpg,3187,354,
26850,71017,8,Collectable Minifigures,The LEGO Batman Movie,2017,Arkham Asylum Joker,1,5,3.99,https://images.brickset.com/sets/images/71017-1.jpg,5952,614,
26855,71017,7,Collectable Minifigures,The LEGO Batman Movie,2017,Commissioner Gordon,1,6,3.99,https://images.brickset.com/sets/images/71017-6.jpg,6228,752,
26461,41311,1,Friends,,2017,Heartlake Pizzeria,2,289,29.99,https://images.brickset.com/sets/images/41311-1.jpg,2358,645,
26739,42070,1,Technic,,2017,6x6 All Terrain Tow Truck,,1862,289.99,https://images.brickset.com/sets/images/42070-1.jpg,2561,1625,
26797,60159,1,City,Jungle,2017,Jungle Halftrack Mission,2,378,39.99,https://images.brickset.com/sets/images/60159-1.jpg,3604,1003,
26789,60163,1,City,Coast Guard,2017,Coast Guard Starter Set,3,76,9.99,https://images.brickset.com/sets/images/60163-1.jpg,3390,732,
26906,30354,1,City,Traffic,2017,Hot Rod,1,38,,https://images.brickset.com/sets/images/30354-1.jpg,3073,700,
26127,21308,1,Ideas,Licensed,2017,Adventure Time,,495,49.99,https://images.brickset.com/sets/images/21308-1.jpg,2161,779,
26465,21129,1,Minecraft,Minifig-scale,2017,The Mushroom Island,2,247,19.99,https://images.brickset.com/sets/images/21129-1.jpg,1555,446,
25727,75144,1,Star Wars,Ultimate Collector Series,2017,Snowspeeder,2,1703,199.99,https://images.brickset.com/sets/images/75144-1.jpg,6984,3920,
26892,30338,1,Juniors,Fire,2017,Fire Car,1,28,,https://images.brickset.com/sets/images/30338-1.jpg,972,197,
26887,60142,1,City,Police,2017,Money Transporter,2,138,19.99,https://images.brickset.com/sets/images/60142-1.jpg,1596,918,
26936,30323,1,Duplo,,2017,My First Fish,,7,,https://images.brickset.com/sets/images/30323-1.jpg,297,43,
27222,71287,1,Dimensions,Fun Pack,2017,Starfire Fun Pack,1,56,14.99,https://images.brickset.com/sets/images/71287-1.jpg,2312,692,
27177,5004914,1,Nexo Knights,,2017,Armour Pod,1,24,,https://images.brickset.com/sets/images/5004914-1.jpg,329,455,
27267,71019,18,Collectable Minifigures,The LEGO Ninjago Movie,2017,GPL Tech,1,6,3.99,https://images.brickset.com/sets/images/71019-16.jpg,3826,540,
27048,5004932,1,Miscellaneous,,2017,Travel Building Suitcase,1,41,,https://images.brickset.com/sets/images/5004932-1.jpg,2665,288,
27035,41594,1,BrickHeadz,Disney,2017,Captain Armando Salazar,,118,9.99,https://images.brickset.com/sets/images/41594-1.jpg,3918,453,
27024,71348,1,Dimensions,Fun Pack,2017,Hermione Granger Fun Pack,1,64,14.99,https://images.brickset.com/sets/images/71348-1.jpg,3488,760,
27133,71018,17,Collectable Minifigures,Series 17,2017,LEGO Minifigures - Series 17 - Complete,16,99,,https://images.brickset.com/sets/images/71018-17.jpg,2728,310,
26790,60164,1,City,Coast Guard,2017,Sea Rescue Plane,2,141,19.99,https://images.brickset.com/sets/images/60164-1.jpg,2450,704,
26740,31067,1,Creator,Modular,2017,Modular Poolside Holiday,2,356,29.99,https://images.brickset.com/sets/images/31067-1.jpg,2792,1480,
26706,76088,1,Marvel Super Heroes,Thor: Ragnarok,2017,Thor vs. Hulk: Arena Clash,5,492,59.99,https://images.brickset.com/sets/images/76088-1.jpg,3046,1381,
26631,71264,1,Dimensions,Story Pack,2017,The LEGO Batman Movie: Play the Complete Movie,2,156,44.99,https://images.brickset.com/sets/images/71264-1.jpg,3591,905,
26564,10737,1,Juniors,DC Comics Super Heroes,2017,Batman vs. Mr. Freeze,2,63,14.99,https://images.brickset.com/sets/images/10737-1.jpg,1779,413,
26459,41309,1,Friends,,2017,Andrea's Musical Duet,1,86,9.99,https://images.brickset.com/sets/images/41309-1.jpg,879,285,
27534,3850060,1,Miscellaneous,Pick A Model,2017,Fish Tank,,33,,https://images.brickset.com/sets/images/3850060-1.jpg,228,181,
27535,3850061,1,Miscellaneous,Pick A Model,2017,Fish Tank,,34,,https://images.brickset.com/sets/images/3850061-1.jpg,239,183,
27550,891728,1,Ninjago,Magazine Gift,2017,Stone Swordsman,1,7,,https://images.brickset.com/sets/images/NIN891728-1.jpg,444,133,
27538,41487,1,BrickHeadz,Ninjago,2017,Lloyd,,102,9.99,https://images.brickset.com/sets/images/41487-1.jpg,2200,574,
27539,41488,1,BrickHeadz,Ninjago,2017,Master Wu,,89,9.99,https://images.brickset.com/sets/images/41488-1.jpg,2330,542,
27545,66550,1,City,Product Collection,2017,City Police Value Pack,,518,,https://images.brickset.com/sets/images/66550-1.jpg,184,111,
27546,5004940,1,City,Jungle,2017,City Jungle Minifigure Collection,4,21,19.99,https://images.brickset.com/sets/images/5004940-1.jpg,1332,389,
27547,5004941,1,Miscellaneous,Minifigure collection,2017,Classic Minifigure Collection,4,18,19.99,https://images.brickset.com/sets/images/5004941-1.jpg,1566,370,
27548,5004938,1,Ninjago,Promotional,2017,NINJAGO Minifigure Collection,4,29,19.99,https://images.brickset.com/sets/images/5004938-1.jpg,1510,535,
27612,TRUBB8,1,Star Wars,Promotional,2017,BB 8,,39,,https://images.brickset.com/sets/images/TRUBB8-1.jpg,490,326,
27614,66555,1,Star Wars,Product Collection,2017,Super Pack 2 in 1,,232,,https://images.brickset.com/sets/images/66555-1.jpg,163,225,
27615,66556,1,Star Wars,Product Collection,2017,Super Pack 2 in 1,,242,,https://images.brickset.com/sets/images/66556-1.jpg,191,214,
27587,891729,1,Ninjago,Magazine Gift,2017,Kai,1,10,,https://images.brickset.com/sets/images/NIN891729-1.jpg,502,116,
27588,40254,1,Seasonal,Christmas,2017,Nutcracker,,230,,https://images.brickset.com/sets/images/40254-1.jpg,6335,460,
27592,41485,1,BrickHeadz,Star Wars,2017,Finn,,91,9.99,https://images.brickset.com/sets/images/41485-1.jpg,2969,735,
27593,ITBH,1,BrickHeadz,Promotional,2017,Nonnie - Inside Tour 2017 Edition,,61,,https://images.brickset.com/sets/images/ITBH-1.jpg,23,527,
27594,66559,1,City,Product Collection,2017,Ultimate LEGO City Hero Pack,,416,,https://images.brickset.com/sets/images/66559-1.jpg,112,88,
27595,66558,1,Friends,Product Collection,2017,Super Pack 5 in 1,,16,,https://images.brickset.com/sets/images/66558-1.jpg,70,49,
27597,TLNM,1,The LEGO Ninjago Movie,Promotional,2017,Spinner,,23,,https://images.brickset.com/sets/images/TLNM-1.jpg,44,148,
27567,471701,1,The LEGO Ninjago Movie,Magazine Gift,2017,Lloyd,1,6,,https://images.brickset.com/sets/images/TNM471701-1.jpg,458,154,
27568,271720,1,Nexo Knights,Magazine Gift,2017,Macy,1,7,,https://images.brickset.com/sets/images/NEX271720-1.jpg,352,98,
27570,REDTEMPLE,1,Ninjago,Promotional,2017,Red Temple,,35,,https://images.brickset.com/sets/images/REDTEMPLE-1.jpg,207,130,
27688,271722,1,Nexo Knights,Magazine Gift,2017,Stone Giant with Flying Machine,1,,,https://images.brickset.com/sets/images/NEX271722-1.jpg,391,108,
27618,10256,1,Creator Expert,Buildings,2017,Taj Mahal,,5923,369.99,https://images.brickset.com/sets/images/10256-1.jpg,2427,1881,
27624,891730,1,Ninjago,Magazine Gift,2017,Nindroid,1,,,https://images.brickset.com/sets/images/NIN891730-1.jpg,398,140,
27626,41489,1,BrickHeadz,Star Wars,2017,Rey & Kylo Ren,,249,19.99,https://images.brickset.com/sets/images/41489-1.jpg,1612,562,
27304,40264,1,Friends,,2017,Build My Heartlake City Accessory Set,,121,9.99,https://images.brickset.com/sets/images/40264-1.jpg,705,257,
27312,951703,1,City,Magazine Gift,2017,Diver and shark,1,,,https://images.brickset.com/sets/images/CITY951703-1.jpg,611,186,
27313,21037,1,Architecture,,2017,LEGO House,,774,,https://images.brickset.com/sets/images/21037-1.jpg,1638,2179,
27314,SDCC2017,2,Marvel Super Heroes,Comics,2017,Deadpool Duck,1,3,,https://images.brickset.com/sets/images/SDCC2017-2.jpg,200,966,
27325,40269,1,Duplo,,2017,Photo frame,1,7,,https://images.brickset.com/sets/images/40269-1.jpg,25,37,
27328,241702,1,Elves,Magazine Gift,2017,Hidee the Chameleon ,,19,,https://images.brickset.com/sets/images/FR241702-1.jpg,203,226,
27329,891727,1,Ninjago,Magazine Gift,2017,Cole,1,,,https://images.brickset.com/sets/images/NIN891727-1.jpg,544,135,
27330,911726,1,Star Wars,Magazine Gift,2017,Imperial Snowtrooper,1,5,,https://images.brickset.com/sets/images/SW911726-1.jpg,1336,439,
27309,271718,1,Nexo Knights,Magazine Gift,2017,Aaron,1,,,https://images.brickset.com/sets/images/NEX271718-1.jpg,446,100,
27310,SDCC2017,1,DC Comics Super Heroes,Arrowverse,2017,Vixen,1,4,,https://images.brickset.com/sets/images/SDCC2017-1.jpg,165,597,
27338,853671,1,Friends,,2017,Playmat and accessory set,,95,24.99,https://images.brickset.com/sets/images/853671-1.jpg,198,89,
27919,6182882,1,City,Police,2017,City Police Mission Pack,,48,,https://images.brickset.com/sets/images/6182882-1.jpg,205,254,
27771,891732,1,Ninjago,Magazine Gift,2017,Chen,1,,,https://images.brickset.com/sets/images/NIN891732-1.jpg,430,118,
27738,891731,1,Ninjago,Magazine Gift,2017,Zane,1,,,https://images.brickset.com/sets/images/NIN891731 -1.jpg,502,127,
27758,4002017,1,Miscellaneous,Employee gift,2017,Nutcracker,,732,,https://images.brickset.com/sets/images/4002017-1.jpg,394,300,
27743,45024,1,Education,Duplo,2017,STEAM Park,3,295,,https://images.brickset.com/sets/images/45024-1.jpg,10,33,
27747,66580,1,City,Product Collection,2017,Holiday Copack,,1129,109.99,https://images.brickset.com/sets/images/66580-1.jpg,33,74,
24893,10823,1,Duplo,,2017,Batwing Adventure,2,28,29.99,https://images.brickset.com/sets/images/10823-1.jpg,304,111,
24930,70615,1,The LEGO Ninjago Movie,,2017,Fire Mech,6,944,69.99,https://images.brickset.com/sets/images/70615-1.jpg,3286,996,
24928,70613,1,The LEGO Ninjago Movie,,2017,Garma Mecha Man,4,747,59.99,https://images.brickset.com/sets/images/70613-1.jpg,1727,869,
26537,70362,1,Nexo Knights,Battle Suits,2017,Battle Suit Clay,1,79,9.99,https://images.brickset.com/sets/images/70362-1.jpg,1911,367,
26539,70350,1,Nexo Knights,Season 3,2017,The Three Brothers,3,266,29.99,https://images.brickset.com/sets/images/70350-1.jpg,1146,387,
26509,42064,1,Technic,,2017,Ocean Explorer,,1327,119.99,https://images.brickset.com/sets/images/42064-1.jpg,2273,1611,
26544,60143,1,City,Police,2017,Auto Transport Heist,4,403,49.99,https://images.brickset.com/sets/images/60143-1.jpg,686,1243,
