setid,number,theme,subtheme,year,name,pieces,price,image_url,owned_by,wanted_by,rating
1398,3225-1,Trains,9V,1998,Classic Train,281.0,66.0,https://images.brickset.com/sets/images/3225-1.jpg,419,820,3.7
1415,3259-1,Bionicle,Accessories,2002,Shooter + Disk,2.0,0.16,https://images.brickset.com/sets/images/3259-1.jpg,84,184,3.7
1371,316-1,LEGOLAND,Boats,1978,Fire Fighting Launch,133.0,10.64,https://images.brickset.com/sets/images/316-1.jpg,451,238,3.7
2265,4651-1,4 Juniors,City,2003,Police Motorcycle,11.0,3.0,https://images.brickset.com/sets/images/4651-1.jpg,300,107,3.7
421,1561-1,Town,Special,1990,Stunt Chopper,31.0,2.48,https://images.brickset.com/sets/images/1561-1.jpg,543,215,3.7
311,1431-1,Bionicle,Bohrok Va,2003,Tahnok Va,27.0,2.16,https://images.brickset.com/sets/images/1431-1.jpg,450,260,3.7
528,1711-1,Space,Ice Planet 2002,1994,Ice Planet Scooter,19.0,2.0,https://images.brickset.com/sets/images/1711-1.jpg,1381,538,3.7
205,1253-1,Town,Shell,1999,Shell Race Car Transporter,102.0,6.25,https://images.brickset.com/sets/images/1253-1.jpg,1012,328,3.7
189,1196-1,Town,Telekom,2000,Telekom Race Cyclist,7.0,0.56,https://images.brickset.com/sets/images/1196-1.jpg,383,434,3.7
111,10158-1,World City,Trains,2004,High Speed Train Car,161.0,25.0,https://images.brickset.com/sets/images/10158-1.jpg,435,915,3.7
1248,302-1,Town,Accessories,1978,"Road Plates, Straight",2.0,0.16,https://images.brickset.com/sets/images/302-1.jpg,1145,216,3.7
1284,306-1,Space,Classic,1979,Two Lunar Landing Plates,2.0,0.16,https://images.brickset.com/sets/images/306-1.jpg,1438,479,3.7
8910,6914-1,Creator,Not Available,2012,Prehistoric Hunters,191.0,17.99,https://images.brickset.com/sets/images/6914-1.jpg,1981,469,3.7
9177,6283-1,HERO Factory,Not Available,2012,VOLTIX,61.0,12.99,https://images.brickset.com/sets/images/6283-1.jpg,1106,316,3.7
9364,21015-1,Architecture,Landmark Series,2013,The Leaning Tower of Pisa,345.0,34.99,https://images.brickset.com/sets/images/21015-1.jpg,4283,2031,3.7
9561,41003-1,Friends,Not Available,2013,Olivia's Newborn Foal,70.0,9.99,https://images.brickset.com/sets/images/41003-1.jpg,3428,528,3.7
9799,8833-8,Collectable Minifigures,Series 08,2012,Businessman,7.0,2.99,https://images.brickset.com/sets/images/8833-8.jpg,5584,1940,3.7
9801,8833-13,Collectable Minifigures,Series 08,2012,Red Cheerleader,7.0,2.99,https://images.brickset.com/sets/images/8833-13.jpg,6008,1261,3.7
9700,30151-1,City,Mining,2012,Mining Dozer,32.0,3.99,https://images.brickset.com/sets/images/30151-1.jpg,2844,1089,3.7
9568,41018-1,Friends,Animals series 1,2013,Cat's Playground,31.0,4.99,https://images.brickset.com/sets/images/41018-1.jpg,4499,620,3.7
9995,79107-1,The Lone Ranger,Not Available,2013,Comanche Camp,161.0,19.99,https://images.brickset.com/sets/images/79107-1.jpg,5128,1333,3.7
9902,44001-1,HERO Factory,Not Available,2013,PYROX,50.0,12.99,https://images.brickset.com/sets/images/44001-1.jpg,1117,275,3.7
9823,30196-1,Racers,Ferrari,2012,Shell F1 Team,47.0,3.7600000000000002,https://images.brickset.com/sets/images/30196-1.jpg,2109,564,3.7
22962,75031-1,Star Wars,Microfighters,2014,TIE Interceptor Microfighter,92.0,9.99,https://images.brickset.com/sets/images/75031-1.jpg,10151,1734,3.7
22992,60043-1,City,Police,2014,Prisoner Transporter,196.0,24.99,https://images.brickset.com/sets/images/60043-1.jpg,5338,1366,3.7
22890,71002-7,Collectable Minifigures,Series 11,2013,Holiday Elf,8.0,2.99,https://images.brickset.com/sets/images/71002-7.jpg,7393,1501,3.7
22636,71001-9,Collectable Minifigures,Series 10,2013,Paintball Player,7.0,2.99,https://images.brickset.com/sets/images/71001-9.jpg,6910,1455,3.7
10323,30220-1,City,Fire,2013,Fire Speedboat,40.0,3.2,https://images.brickset.com/sets/images/30220-1.jpg,1440,788,3.7
10324,30221-1,City,Fire,2013,Fire Car,37.0,2.96,https://images.brickset.com/sets/images/30221-1.jpg,2424,760,3.7
23289,30227-1,City,Police,2014,Police Watercraft,36.0,4.99,https://images.brickset.com/sets/images/30227-1.jpg,2588,686,3.7
23099,41052-1,Disney,The Little Mermaid,2014,Ariel's Magical Kiss,250.0,29.99,https://images.brickset.com/sets/images/41052-1.jpg,2331,699,3.7
23894,71007-6,Collectable Minifigures,Series 12,2014,Space Miner,9.0,3.99,https://images.brickset.com/sets/images/71007-6.jpg,7428,892,3.7
23906,71007-3,Collectable Minifigures,Series 12,2014,Fairytale Princess,6.0,3.99,https://images.brickset.com/sets/images/71007-3.jpg,6340,938,3.7
7130,21004-1,Architecture,Architect Series,2009,Solomon Guggenheim Museum,208.0,39.99,https://images.brickset.com/sets/images/21004-1.jpg,3271,1851,3.7
8494,8804-15,Collectable Minifigures,Series 04,2011,Ice Skater,8.0,2.99,https://images.brickset.com/sets/images/8804-15.jpg,7017,1387,3.7
8680,30054-1,Star Wars,Episode VI,2011,AT-ST,46.0,3.68,https://images.brickset.com/sets/images/30054-1.jpg,2807,1350,3.7
8602,8426-1,Cars,Cars 2,2011,Escape at Sea,159.0,19.99,https://images.brickset.com/sets/images/8426-1.jpg,2139,457,3.7
8594,8081-1,Technic,Not Available,2011,Extreme Cruiser,590.0,59.99,https://images.brickset.com/sets/images/8081-1.jpg,1538,1386,3.7
5735,8131-1,Racers,Tiny Turbos,2007,Raceway Rider,51.0,4.99,https://images.brickset.com/sets/images/8131-1.jpg,1354,224,3.7
5749,7876-1,Creator,Not Available,2007,Cement Truck,44.0,3.99,https://images.brickset.com/sets/images/7876-1.jpg,381,417,3.7
5945,8146-1,Racers,Power Racers,2007,Nitro Muscle,598.0,49.99,https://images.brickset.com/sets/images/8146-1.jpg,452,331,3.7
5352,8288-1,Technic,Not Available,2006,Crawler Crane,800.0,49.99,https://images.brickset.com/sets/images/8288-1.jpg,1506,1589,3.7
5328,3826-1,SpongeBob SquarePants,Not Available,2006,Build-A-Bob,445.0,29.99,https://images.brickset.com/sets/images/3826-1.jpg,1188,614,3.7
27449,75201-1,Star Wars,The Last Jedi,2018,First Order AT-ST,370.0,39.99,https://images.brickset.com/sets/images/75201-1.jpg,2963,1232,3.7
27491,75194-1,Star Wars,Microfighters,2018,First Order TIE Fighter Microfighter,91.0,9.99,https://images.brickset.com/sets/images/75194-1.jpg,5836,927,3.7
27514,76099-1,Marvel Super Heroes,Black Panther,2018,Rhino Face-Off by the Mine,229.0,19.99,https://images.brickset.com/sets/images/76099-1.jpg,4389,895,3.7
27692,42075-1,Technic,Not Available,2018,First Responder,513.0,49.99,https://images.brickset.com/sets/images/42075-1.jpg,1762,441,3.7
27781,70654-1,Ninjago,Hunted,2018,Dieselnaut,1179.0,109.99,https://images.brickset.com/sets/images/70654-1.jpg,1187,702,3.7
28237,30498-1,Star Wars,Solo,2018,Imperial AT-Hauler,49.0,3.92,https://images.brickset.com/sets/images/30498-1.jpg,1516,506,3.7
28385,70666-1,Ninjago,Legacy,2019,The Golden Dragon,171.0,19.99,https://images.brickset.com/sets/images/70666-1.jpg,1905,522,3.7
29250,75244-1,Star Wars,Episode IV,2019,Tantive IV,1768.0,199.99,https://images.brickset.com/sets/images/75244-1.jpg,3526,3103,3.7
24143,60080-1,City,Space,2015,Spaceport,586.0,119.99,https://images.brickset.com/sets/images/60080-1.jpg,3741,2446,3.7
24095,30311-1,City,Swamp Police,2015,Swamp Police Helicopter,51.0,3.49,https://images.brickset.com/sets/images/30311-1.jpg,3431,587,3.7
23979,75909-1,Speed Champions,McLaren,2015,McLaren P1,168.0,14.99,https://images.brickset.com/sets/images/75909-1.jpg,6355,1821,3.7
23955,70412-1,Pirates,Not Available,2015,Soldiers Fort,234.0,29.99,https://images.brickset.com/sets/images/70412-1.jpg,3306,1468,3.7
24650,71010-12,Collectable Minifigures,Series 14,2015,Monster Rocker,5.0,3.99,https://images.brickset.com/sets/images/71010-12.jpg,7271,700,3.7
24635,71010-1,Collectable Minifigures,Series 14,2015,Wolf Guy,5.0,3.99,https://images.brickset.com/sets/images/71010-1.jpg,6447,1068,3.7
24926,70611-1,The LEGO Ninjago Movie,Not Available,2017,Water Strider,494.0,29.99,https://images.brickset.com/sets/images/70611-1.jpg,2920,719,3.7
24960,75142-1,Star Wars,Episode III,2016,Homing Spider Droid,310.0,29.99,https://images.brickset.com/sets/images/75142-1.jpg,2552,1876,3.7
24766,70334-1,Nexo Knights,Ultimate,2016,Ultimate Beast Master,65.0,9.99,https://images.brickset.com/sets/images/70334-1.jpg,2714,389,3.7
26858,71017-14,Collectable Minifigures,The LEGO Batman Movie,2017,Orca,4.0,3.99,https://images.brickset.com/sets/images/71017-9.jpg,6467,722,3.7
26445,41181-1,Elves,Not Available,2017,Naida's Gondola & the Goblin Thief,67.0,9.99,https://images.brickset.com/sets/images/41181-1.jpg,1319,358,3.7
26456,41306-1,Friends,Summer,2017,Mia's Beach Scooter,79.0,9.99,https://images.brickset.com/sets/images/41306-1.jpg,1328,323,3.7
26013,ISBN0241232481-1,Books,Dorling Kindersley,2016,LEGO Ninjago Character Encyclopedia: Updated and Expanded,9.0,0.72,https://images.brickset.com/sets/images/ISBN0241232481-1.jpg,624,263,3.7
25639,70324-1,Nexo Knights,Season 1,2016,Merlok's Library 2.0,288.0,24.99,https://images.brickset.com/sets/images/70324-1.jpg,1771,520,3.7
25587,71011-12,Collectable Minifigures,Series 15,2016,Kendo Fighter,6.0,3.99,https://images.brickset.com/sets/images/71011-12.jpg,6790,693,3.7
25829,ISBN0241196892-1,Books,Dorling Kindersley,2015,I Love That Minifigure!,5.0,0.4,https://images.brickset.com/sets/images/ISBN0241196892-1.jpg,1452,236,3.7
25850,30279-1,Star Wars,The Force Awakens,2016,Kylo Ren's Command Shuttle,43.0,3.44,https://images.brickset.com/sets/images/30279-1.jpg,4185,915,3.7
4455,8781-1,Castle,Knights' Kingdom II,2004,The Castle of Morcia,637.0,90.0,https://images.brickset.com/sets/images/8781-1.jpg,1613,927,3.4
4751,8656-1,Racers,Tiny Turbos,2005,F6 Truck,47.0,4.0,https://images.brickset.com/sets/images/8656-1.jpg,842,199,3.5
4353,8552-1,Bionicle,Bohrok Va,2002,Lehvak Va,28.0,3.0,https://images.brickset.com/sets/images/8552-1.jpg,1368,405,3.5
4082,8000-1,Star Wars,Technic,2000,Pit Droid,223.0,20.0,https://images.brickset.com/sets/images/8000-1.jpg,2844,1208,3.5
3355,6506-1,Town,Police,1989,Precinct Cruiser,32.0,2.0,https://images.brickset.com/sets/images/6506-1.jpg,3465,293,3.5
6445,7726-1,City,Coast Guard,2008,Coast Guard Truck with Speed Boat,361.0,39.99,https://images.brickset.com/sets/images/7726-1.jpg,2869,1529,3.5
7267,7207-1,City,Fire,2010,Fire Boat,306.0,49.99,https://images.brickset.com/sets/images/7207-1.jpg,3050,1928,3.5
9522,8831-10,Collectable Minifigures,Series 07,2012,Jungle Boy,7.0,2.99,https://images.brickset.com/sets/images/8831-10.jpg,7781,1223,3.5
6919,5971-1,Space,Space Police 3,2009,Gold Heist,205.0,19.99,https://images.brickset.com/sets/images/5971-1.jpg,3332,1047,3.4
3324,6471-1,Town,City,2000,4WD Police Patrol,30.0,5.0,https://images.brickset.com/sets/images/6471-1.jpg,1301,201,3.4
6428,8295-1,Technic,Not Available,2008,Telescopic Handler,1182.0,89.99,https://images.brickset.com/sets/images/8295-1.jpg,2017,1162,3.4
4446,8771-1,Castle,Knights' Kingdom II,2004,Jayko,45.0,3.6,https://images.brickset.com/sets/images/8771-1.jpg,1553,170,3.4
3182,6332-1,Town,Police,1998,Command Post Central,272.0,60.0,https://images.brickset.com/sets/images/6332-1.jpg,1003,450,3.4
3068,6105-1,Castle,Accessories,1993,Medieval Knights,41.0,6.75,https://images.brickset.com/sets/images/6105-1.jpg,1918,746,3.4
9964,76001-1,DC Comics Super Heroes,The Dark Knight Trilogy,2013,The Bat vs. Bane: Tumbler Chase,368.0,39.99,https://images.brickset.com/sets/images/76001-1.jpg,6176,2244,3.4
9862,75006-1,Star Wars,Planet Set,2013,Jedi Starfighter & Planet Kamino,61.0,9.99,https://images.brickset.com/sets/images/75006-1.jpg,6291,1910,3.5
9558,41000-1,Friends,Summer,2013,Water Scooter Fun,28.0,6.99,https://images.brickset.com/sets/images/41000-1.jpg,3417,418,3.5
22944,70129-1,Legends of Chima,Outlands,2014,Lavertus' Twin Blade,183.0,19.99,https://images.brickset.com/sets/images/70129-1.jpg,1797,438,3.5
6490,20003-1,Creator,Not Available,2008,BrickMaster - Creator,102.0,8.16,https://images.brickset.com/sets/images/20003-1.jpg,402,332,3.5
6824,8168-1,Racers,Ferrari,2009,Ferrari Victory,202.0,19.99,https://images.brickset.com/sets/images/8168-1.jpg,759,523,3.5
6514,852272-1,Castle,Battle Pack,2008,Skeletons Battle Pack,43.0,14.99,https://images.brickset.com/sets/images/852272-1.jpg,727,959,3.5
6815,8184-1,Racers,Radio-Control,2009,Twin X-treme RC,239.0,19.12,https://images.brickset.com/sets/images/8184-1.jpg,384,316,3.5
5381,8626-1,Bionicle,Warriors,2006,Irnakk,124.0,25.0,https://images.brickset.com/sets/images/8626-1.jpg,593,598,3.5
5229,5477-1,Make and Create,Not Available,2006,LEGO Classic House Building,233.0,14.99,https://images.brickset.com/sets/images/5477-1.jpg,207,78,3.5
7077,852535-1,Miscellaneous,Minifigure collection,2009,Vintage Minifigure Collection Vol. 2,24.0,17.99,https://images.brickset.com/sets/images/852535-1.jpg,575,715,3.5
8104,30011-1,City,Police,2010,Police Dinghy,16.0,1.28,https://images.brickset.com/sets/images/30011-1.jpg,1739,910,3.5
3107,6250-1,Pirates,Not Available,1997,Cross Bone Clipper,154.0,33.0,https://images.brickset.com/sets/images/6250-1.jpg,631,1334,3.5
3362,6510-1,Town,Vehicles,1991,Mud Runner,34.0,3.25,https://images.brickset.com/sets/images/6510-1.jpg,2456,282,3.5
3281,6426-1,Town,City,1998,Super Cycle Center,137.0,30.0,https://images.brickset.com/sets/images/6426-1.jpg,789,380,3.5
3392,6533-1,Town,Police,1992,Police 4 x 4,62.0,4.75,https://images.brickset.com/sets/images/6533-1.jpg,2686,356,3.5
3396,6537-1,Town,Boats,1994,Hydro Racer,50.0,4.5,https://images.brickset.com/sets/images/6537-1.jpg,3490,350,3.5
3465,6608-1,Town,Maintenance,1982,Tractor,21.0,1.68,https://images.brickset.com/sets/images/6608-1.jpg,1943,316,3.5
4440,8735-1,Technic,Supplementary,1997,"Motor Set, 9V",60.0,40.0,https://images.brickset.com/sets/images/8735-1.jpg,1310,161,3.5
4436,8712-1,Technic,Supplementary,1988,Technic Figures,10.0,8.25,https://images.brickset.com/sets/images/8712-1.jpg,1227,324,3.5
4498,8855-1,Technic,Not Available,1988,Prop Plane,569.0,45.52,https://images.brickset.com/sets/images/8855-1.jpg,1791,424,3.5
4485,8843-1,Technic,Not Available,1984,Fork-Lift Truck,269.0,21.52,https://images.brickset.com/sets/images/8843-1.jpg,1303,283,3.5
4681,8791-1,Castle,Knights' Kingdom II,2005,Sir Danju,42.0,8.99,https://images.brickset.com/sets/images/8791-1.jpg,742,175,3.5
4682,8792-1,Castle,Knights' Kingdom II,2005,Sir Jayko,43.0,9.0,https://images.brickset.com/sets/images/8792-1.jpg,906,173,3.5
4685,8795-1,Castle,Knights' Kingdom II,2005,Lord Vladek,44.0,9.0,https://images.brickset.com/sets/images/8795-1.jpg,1031,202,3.5
4701,8809-1,Castle,Knights' Kingdom II,2004,King Mathias,44.0,10.0,https://images.brickset.com/sets/images/8809-1.jpg,407,146,3.5
5054,7296-1,Dino 2010,Not Available,2005,Dino 4WD Trapper,283.0,22.64,https://images.brickset.com/sets/images/7296-1.jpg,761,562,3.5
1229,2996-1,Adventurers,Desert,1998,Adventurers Tomb,81.0,8.0,https://images.brickset.com/sets/images/2996-1.jpg,520,928,3.5
219,1269-1,Castle,Ninja,1999,White Ninja,23.0,3.0,https://images.brickset.com/sets/images/1269-1.jpg,218,564,3.5
363,1499-1,Space,Classic,1987,Twin Starfire,89.0,7.12,https://images.brickset.com/sets/images/1499-1.jpg,897,654,3.5
354,1481-1,Pirates,Not Available,1991,Pirates Desert Island,21.0,1.68,https://images.brickset.com/sets/images/1481-1.jpg,1501,814,3.5
2203,4556-1,Trains,9V,1999,Train Station,236.0,42.0,https://images.brickset.com/sets/images/4556-1.jpg,972,819,3.5
2223,4576-1,Racers,Xalax,2001,Duster,7.0,3.0,https://images.brickset.com/sets/images/4576-1.jpg,400,125,3.5
2242,4600-1,Jack Stone,Not Available,2001,Police Cruiser,22.0,4.0,https://images.brickset.com/sets/images/4600-1.jpg,936,74,3.5
2239,4594-1,Racers,Drome Racers,2002,Maverick Sprinter & Hot Arrow,66.0,7.0,https://images.brickset.com/sets/images/4594-1.jpg,868,139,3.5
1659,3585-1,Sports,Gravity Games,2003,Snowboard Super Pipe,227.0,50.0,https://images.brickset.com/sets/images/3585-1.jpg,293,387,3.5
1630,3542-1,Sports,Hockey,2003,Flip Shot,46.0,8.0,https://images.brickset.com/sets/images/3542-1.jpg,500,96,3.5
1625,3536-1,Sports,Gravity Games,2003,Snowboard Big Air Comp,82.0,15.0,https://images.brickset.com/sets/images/3536-1.jpg,581,358,3.5
24746,76048-1,Marvel Super Heroes,Avengers Assemble,2016,Iron Skull Sub Attack,335.0,29.99,https://images.brickset.com/sets/images/76048-1.jpg,4360,1270,3.5
