num_reviews,piece_count,play_star_rating,prod_desc,prod_id,review_difficulty,set_name,star_rating,theme_name,val_star_rating,country
11,452,4.2,Set out on speeder bike missions with the Scout Trooper!,75532,Challenging,Scout Trooper™ & Speeder Bike™,4.5,Star Wars™,4.4,ES
24,358,4.7,Prepare the A-wing for action!,75175,Easy,A-Wing Starfighter™,4.6,Star Wars™,3.7,ES
6,168,4.6,Join Darth Vader and battle to victory!,75534,Average,Darth Vader™,5,Star Wars™,4,ES
27,277,4.6,Avoid the deadly Sarlacc pit!,75174,Easy,Desert Skiff Escape,4.6,Star Wars™,4.1,ES
14,294,4.6,Jettison to safety in the Resistance Transport Pod!,75176,Easy,Resistance Transport Pod™,4.7,Star Wars™,3.7,ES
5,179,4.3,Lead the charge with Chewbacca!,75530,Average,Chewbacca™,3.6,Star Wars™,3.4,ES
25,241,4.1,Learn the Jedi way at the Ahch-To Island mountainside hut!,75200,Easy,Ahch-To Island™ Training,4.5,Star Wars™,4.1,ES
37,262,4.3,Journey to the stars aboard Yoda’s starship!,75168,Easy,Yoda's Jedi Starfighter™,4.5,Star Wars™,4.3,ES
19,157,3.4,Chase down the Jedi with General Grievous’ Combat Speeder!,75199,Easy,General Grievous' Combat Speeder,2.6,Star Wars™,1.9,ES
27,305,4.6,Pack a punch with the Republic Fighter Tank!,75182,Easy,Republic Fighter Tank™,4.6,Star Wars™,4.4,ES
7,92,4.1,Protect the First Order with the Elite Praetorian Guard!,75529,Easy,Elite Praetorian Guard,4.7,Star Wars™,3.9,ES
12,86,4.4,Go on the hunt for Resistance forces with the fierce Kylo Ren!,75117,Easy,Kylo Ren™,4.5,Star Wars™,4.4,ES
3,85,4.7,Feel the Force with Rey!,75528,Easy,Rey,4.7,Star Wars™,4.7,ES
3,100,3.3,Join the battle with the 2-in-1 Stormtrooper Commander!,75531,Very Easy,Stormtrooper™ Commander,4,Star Wars™,4,ES
4,216,4.5,Pit First Order against Resistance in a micro planetside battle!,75195,Easy,Ski Speeder™ vs. First Order Walker™ Microfighters,4.5,Star Wars™,4.5,ES
1,94,4,Fly into action with the Elite TIE Fighter Pilot!,75526,Easy,Elite TIE Fighter Pilot™,4,Star Wars™,4,ES
15,108,3.8,Advance on the Resistance with the First Order Specialists Battle Pack!,75197,Very Easy,First Order Specialists Battle Pack,4.1,Star Wars™,3.9,ES
40,125,4.5,Go bounty hunting with the super-fast speeder bike!,75167,Very Easy,Bounty Hunter Speeder Bike™ Battle Pack,4.7,Star Wars™,4.8,ES
3,91,4.7,Take on the Resistance in a micro-scale TIE Fighter!,75194,Easy,First Order TIE Fighter™ Microfighter,4.3,Star Wars™,4,ES
6,109,4.8,Enter miniature battle with the amazing U-Wing Microfighter!,75160,Easy,U-Wing™ Microfighter,4.8,Star Wars™,4.8,ES
5,130,4.3,Summon the dark side with a LEGO® BrickHeadz construction character featuring Kylo Ren™!,41603,Easy,Kylo Ren™,5,BrickHeadz,4.8,ES
3,119,4.5,Feel the Force with a LEGO® BrickHeadz construction character featuring Rey!,41602,Easy,Rey,5,BrickHeadz,4.5,ES
7,519,5,Evade the mighty Imperial TIE Fighter!,75211,Average,Imperial TIE Fighter™,4.7,Star Wars™,3.7,ES
8,229,4.4,Train with Luke at Yoda’s Dagobah hideout!,75208,Easy,Yoda's Hut,4.6,Star Wars™,4.3,ES
4,102,4.3,Take on the Separatists with the Jedi and Clone Troopers!,75206,Very Easy,Jedi™ and Clone Troopers™ Battle Pack,4.3,Star Wars™,4.5,ES
14,376,4,Stop by at Tatooine’s Mos Eisley Cantina!,75205,Easy,Mos Eisley Cantina™,3.5,Star Wars™,3.3,ES
13,278,4.9,Speed into action with the Sandspeeder!,75204,Easy,Sandspeeder™,4.5,Star Wars™,4.2,ES
27,149,4.3,Go in search of Ben Kenobi in Luke’s Landspeeder!,75173,Easy,Luke's Landspeeder™,4.5,Star Wars™,4.3,ES
38,282,4.5,Bring Darth Vader to life at the medical bay!,75183,Easy,Darth Vader™ Transformation,4.7,Star Wars™,4.7,ES
4,144,4.8,Join the hunt with Boba Fett!,75533,Average,Boba Fett™,4.8,Star Wars™,4,ES
32,208,4.4,Battle it out at the generator core!,75169,Easy,Duel on Naboo™,4.4,Star Wars™,4.4,ES
3,188,4,Intercept Kylo Ren in a deep space microfighter duel!,75196,Easy,A-Wing™ vs. TIE Silencer™ Microfighters,4.3,Star Wars™,4,ES
14,97,4.2,Keep the Jawas busy on desert planet Tatooine!,75198,Easy,Tatooine™ Battle Pack,4.1,Star Wars™,4.1,ES
9,92,4.7,Play at micro lightspeed with the Millennium Falcon!,75193,Easy,Millennium Falcon™ Microfighter,4.7,Star Wars™,4.7,ES
4,88,4.3,Engage the Rebels with the tough TIE Striker Microfighter!,75161,Easy,TIE Striker™ Microfighter,4.5,Star Wars™,4.5,ES
,1966,,Collect the ultimate long-range Rebel starfighter!,75181,,Y-Wing Starfighter™,,Star Wars™,,ES
198,7541,4,Travel the LEGO® galaxy in the ultimate Millennium Falcon!,75192,Challenging,Millennium Falcon™,4.8,Star Wars™,4.4,ES
26,117,4.3,Send in reinforcements with the First Order Transport Speeder!,75166,Very Easy,First Order Transport Speeder Battle Pack,4.7,Star Wars™,4.2,ES
143,2704,4.2,Discover the iconic Porsche 911 GT3 RS!,42056,Challenging,Porsche 911 GT3 RS,4.7,Technic,4.3,ES
45,1862,3.7,Harness the power of the mighty 6x6 All Terrain Tow Truck!,42070,Challenging,6x6 All Terrain Tow Truck,3.5,Technic,2.9,ES
75,3929,3.9,Experience the huge Bucket Wheel Excavator!,42055,Challenging,Bucket Wheel Excavator,4.6,Technic,4.6,ES
22,2595,4.5,Discover innovative design with the Mack Anthem truck and trailer!,42078,Average,Mack Anthem,4.7,Technic,4.7,ES
19,2382,4.5,Traverse uncharted territory with the Extreme Adventure!,42069,Average,Extreme Adventure,4.9,Technic,4.7,ES
7,1151,4,Prepare for vertical takeoffs and landings with the Air Race Jet!,42066,Challenging,Air Race Jet,4.9,Technic,4.7,ES
14,1327,4.6,Discover new horizons with the Ocean Explorer!,42064,Challenging,Ocean Explorer,4.6,Technic,4.8,ES
8,1005,4.1,Push the limits with the awesome LEGO® Technic Rally Car!,42077,Average,Rally Car,4.4,Technic,4.1,ES
28,370,4.6,Travel over the toughest terrain with the RC Tracked Racer!,42065,Easy,RC Tracked Racer,4.5,Technic,4.2,ES
12,1098,4,Mobilize the Airport Rescue Vehicle!,42068,Average,Airport Rescue Vehicle,4.8,Technic,4.6,ES
5,1020,3.8,Transport supplies over land and sea with the all-terrain Hovercraft!,42076,Average,Hovercraft,4.2,Technic,4.2,ES
12,603,4.2,Experience the BMW R 1200 GS Adventure!,42063,Average,BMW R 1200 GS Adventure,4.7,Technic,4.4,ES
8,631,4.7,"Grab, lift, load and deliver at the Container Yard!",42062,Easy,Container Yard,4.8,Technic,4.3,ES
1,513,5,Explore iconic vehicle design with the First Responder!,42075,Easy,First Responder,5,Technic,4,ES
57,10,4.6,Motorize your LEGO® Technic creations with the Power Functions Motor Set!,8293,Easy,Power Functions Motor Set,4.5,Power Functions,3.9,ES
5,330,4,Put the wind in your sails with this amazing Racing Yacht!,42074,Average,Racing Yacht,4.8,Technic,4.2,ES
1,135,5,Get ready for high-speed action and impacts with the WHACK!,42072,,WHACK!,5,Technic,5,ES
2,139,4.5,Get ready for high-speed action and impacts with the BASH!,42073,Easy,BASH!,4,Technic,3.5,ES
7,142,4.4,Fly off the ramp at high speed with the super-fast Stunt Truck!,42059,Easy,Stunt Truck,4.7,Technic,4.6,ES
10,365,4.6,Call in the Roadwork Crew!,42060,Easy,Roadwork Crew,4.8,Technic,4.6,ES
2,140,4.5,Hit the ramp at high speed with the awesome Stunt Bike!,42058,Easy,Stunt Bike,4,Technic,4,ES
9,199,4.3,Take to the skies with the Ultralight Helicopter!,42057,Easy,Ultralight Helicopter,4.7,Technic,4.8,ES
2,171,5,Call in the powerful Dozer Compactor!,42071,Challenging,Dozer Compactor,5,Technic,5,ES
2,176,4.5,Collect and transport heavy cargo with the Hook Loader!,42084,Easy,Hook Loader,4.5,Technic,4.5,ES
19,3444,4.9,Dare to enter The Joker™ Manor!,70922,Challenging,The Joker™ Manor,5,THE LEGO® BATMAN MOVIE,4.9,ES
20,1628,3.5,Break into Arkham Asylum with Batman™!,70912,Average,Arkham Asylum,3.8,THE LEGO® BATMAN MOVIE,3.3,ES
18,1456,4.6,Divide the 4-in-1 Ultimate Batmobile and conquer the Super-Villains!,70917,Average,The Ultimate Batmobile,4.6,THE LEGO® BATMAN MOVIE,4.6,ES
23,1047,4.7,Protect the Batcave from The Penguin’s invasion!,70909,Average,Batcave Break-in,4.7,THE LEGO® BATMAN MOVIE,4.3,ES
4,1053,4,Patrol the sky above Gotham City in The Batwing!,70916,Average,The Batwing,4,THE LEGO® BATMAN MOVIE,3.8,ES
20,581,4.6,Pursue Man-Bat™ and the Kabuki Twins™ in the Batmobile with three driving modes!,70905,Average,The Batmobile,4.8,THE LEGO® BATMAN MOVIE,4.3,ES
19,433,4.4,Team up with Batgirl™ to stop The Joker’s Notorious Lowrider!,70906,Average,The Joker™ Notorious Lowrider,4.7,THE LEGO® BATMAN MOVIE,4.2,ES
5,425,3.2,Dodge Harley Quinn’s cannonball attacks!,70921,Average,Harley Quinn™ Cannonball Attack,3.2,THE LEGO® BATMAN MOVIE,2.6,ES
6,366,3.7,Protect Gotham City from Bane’s toxic attacks!,70914,Average,Bane™ Toxic Truck Attack,4,THE LEGO® BATMAN MOVIE,3,ES
5,267,3.6,Party on with Superman™ and friends!,70919,Easy,The Justice League™ Anniversary Party,3.2,THE LEGO® BATMAN MOVIE,3.4,ES
11,293,4.9,Join Batman™ in a comical food fight!,70920,Average,Egghead™ Mech Food Fight,4.7,THE LEGO® BATMAN MOVIE,4.6,ES
24,305,4.5,Put the heat on The Penguin™ Arctic Roller with Batman™!,70911,Easy,The Penguin™ Arctic Roller,4.8,THE LEGO® BATMAN MOVIE,4.4,ES
18,254,4.2,Battle with Batman™ against The Riddler™ and his allies!,70903,Easy,The Riddler™ Riddle Racer,4.2,THE LEGO® BATMAN MOVIE,4.4,ES
2,198,4,Bring down Captain Boomerang™ with Batman’s Bat-Dune Buggy!,70918,,The Bat-Dune Buggy,4.5,THE LEGO® BATMAN MOVIE,4,ES
8,204,4.1,Help Batman™ to stop Scarecrow™ delivering a special scare pizza!,70910,Average,Scarecrow™ Special Delivery,4.4,THE LEGO® BATMAN MOVIE,4.1,ES
19,201,4.1,Protect the power plant from Mr. Freeze’s ice attack!,70901,Easy,Mr. Freeze™ Ice Attack,4.6,THE LEGO® BATMAN MOVIE,4.4,ES
7,141,4,Power into the sky to stop Scarecrow’s fear gas attacks!,70913,Easy,Scarecrow™ Fearful Face-off,4.1,THE LEGO® BATMAN MOVIE,4.4,ES
18,124,4.5,Help Batman™ stop The Joker™ escaping!,70900,Easy,The Joker™ Balloon Escape,4.7,THE LEGO® BATMAN MOVIE,4.6,ES
13,8,4.3,Discover new heroes and villains in LEGO® Minifigures—THE LEGO BATMAN MOVIE Series 2.,71020,Very Easy,THE LEGO® BATMAN MOVIE Series 2,4.8,Minifigures,4,ES
9,643,4.4,Launch a space mission from the Batcave!,70923,Average,The Bat-Space Shuttle,4.8,THE LEGO® BATMAN MOVIE,3.5,ES
88,4867,4.8,Live the life of a ninja in NINJAGO® City!,70620,Challenging,NINJAGO® City,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,ES
52,2295,4.7,Join the ninja aboard Wu’s flying ship!,70618,Challenging,Destiny's Bounty,4.9,THE LEGO® NINJAGO® MOVIE™,4.8,ES
15,1403,4.5,Evade the traps inside the Temple!,70617,Average,Temple of The Ultimate Ultimate Weapon,4.8,THE LEGO® NINJAGO® MOVIE™,4.8,ES
9,830,4.6,Defend NINJAGO® City from Garmadon Shark Mech attack!,70656,Average,"garmadon, Garmadon, GARMADON!",4.9,THE LEGO® NINJAGO® MOVIE™,4.8,ES
11,1202,4.7,Turn sound into a weapon with Cole’s Quake Mech!,70632,Average,Quake Mech,4.5,THE LEGO® NINJAGO® MOVIE™,4.4,ES
6,914,4.8,Take on the shark army with Zane’s Ice Tank!,70616,Average,Ice Tank,4.8,THE LEGO® NINJAGO® MOVIE™,4.7,ES
19,944,3.6,Put the heat on the shark army with Kai’s Fire Mech!,70615,Average,Fire Mech,4.2,THE LEGO® NINJAGO® MOVIE™,4.6,ES
8,876,4.7,Speed to the rescue with Jay’s Lightning Jet!,70614,Average,Lightning Jet,5,THE LEGO® NINJAGO® MOVIE™,4.6,ES
8,747,4.3,Defend NINJAGO® City against Garma Mecha Man!,70613,Average,Garma Mecha Man,4.5,THE LEGO® NINJAGO® MOVIE™,4.5,ES
7,521,4.7,Get all fired up at Garmadon’s Volcano Lair!,70631,Average,Garmadon's Volcano Lair,4.3,THE LEGO® NINJAGO® MOVIE™,5,ES
29,544,4.6,Take on Garmadon with the Green Ninja Mech Dragon!,70612,Average,Green Ninja Mech Dragon,4.7,THE LEGO® NINJAGO® MOVIE™,4.5,ES
21,494,4.6,Smash the shark army out of the water with the Water Strider!,70611,Average,Water Strider,4.5,THE LEGO® NINJAGO® MOVIE™,4.8,ES
10,312,3.5,Battle against evil Jungle Garmadon on the jungle bridge!,70608,Easy,Master Falls,4,THE LEGO® NINJAGO® MOVIE™,3.6,ES
8,341,4.2,Take on the tentacular Flying Jelly Sub with Jay!,70610,Average,Flying Jelly Sub,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,ES
6,341,4.4,Protect NINJAGO® City from flying Manta Ray Bomber attack!,70609,Easy,Manta Ray Bomber,4.3,THE LEGO® NINJAGO® MOVIE™,4.2,ES
8,217,4.1,Stop a Piranha Attack with Kai and Misako!,70629,Easy,Piranha Attack,3.6,THE LEGO® NINJAGO® MOVIE™,4.1,ES
18,233,4.6,Stop a crime in the NINJAGO® City street market!,70607,Easy,NINJAGO® City Chase,4.6,THE LEGO® NINJAGO® MOVIE™,4.5,ES
1,48,5,Achieve Spinjitzu greatness with the Green Ninja!,70628,Very Easy,Lloyd - Spinjitzu Master,5,THE LEGO® NINJAGO® MOVIE™,5,ES
11,109,4.5,Practice your Spinjitzu skills with Kai and Zane!,70606,Easy,Spinjitzu Training,4.7,THE LEGO® NINJAGO® MOVIE™,4.8,ES
23,1032,3.6,Explore the architecture of the United States Capitol Building!,21030,Average,United States Capitol Building,4.6,Architecture,4.3,FI
14,744,3.2,Recreate the Solomon R. Guggenheim Museum® with LEGO® Architecture!,21035,Challenging,Solomon R. Guggenheim Museum®,4.6,Architecture,4.1,FI
7,597,3.7,Celebrate Shanghai with this LEGO® Architecture Skyline set!,21039,Average,Shanghai,4.9,Architecture,4.4,FI
24,780,4.4,Recreate Buckingham Palace with LEGO® Architecture!,21029,Average,Buckingham Palace,4.7,Architecture,4.3,FI
37,598,3.7,Celebrate New York City with this LEGO® Architecture Skyline model!,21028,Average,New York City,4.2,Architecture,4.1,FI
23,468,3.6,Celebrate London with this LEGO® Architecture Skyline model!,21034,Average,London,4.7,Architecture,4.1,FI
11,444,3.6,Celebrate Chicago with this LEGO® Architecture Skyline model!,21033,Average,Chicago,4.8,Architecture,4.5,FI
53,321,3.2,Build your own LEGO® interpretation of the iconic Eiffel Tower!,21019,Average,The Eiffel Tower,4.6,Architecture,4.4,FI
14,386,4.1,Experience the grandeur of the Arc de Triomphe!,21036,Average,Arc de Triomphe,4.4,Architecture,3.6,FI
7,361,4.2,Celebrate Sydney with this LEGO® Architecture Skyline model!,21032,Easy,Sydney,4.6,Architecture,4.2,FI
63,847,3.8,Bring your LEGO® creations to life!,17101,Average,BOOST Creative Toolbox,3.4,BOOST,3.5,FI
14,708,4.5,Build a LEGO® BrickHeadz version of yourself!,41597,Average,Go Brick Me,4.6,BrickHeadz,4.9,FI
2,234,3,Train a raptor with LEGO® BrickHeadz™ Owen and Blue!,41614,Easy,Owen & Blue,5,BrickHeadz,4,FI
1,160,5,Join Mr. Incredible and Frozone for LEGO® BrickHeadz™ crime-fighting fun!,41613,Very Easy,Mr. Incredible & Frozone,5,BrickHeadz,5,FI
1,149,2,Growl like a Wookiee with a LEGO® BrickHeadz™ construction character featuring Chewbacca!,41609,Very Easy,Chewbacca™,3,BrickHeadz,4,FI
1,141,2,Be a rogue with a LEGO® BrickHeadz™ construction character featuring Han Solo!,41608,Very Easy,Han Solo™,4,BrickHeadz,4,FI
3,101,4,Save the universe with LEGO® BrickHeadz Iron Man MK50!,41604,Average,Iron Man MK50,4.7,BrickHeadz,4.5,FI
2,105,3,Feel the power of Infinity with LEGO® BrickHeadz Thanos!,41605,Easy,Thanos,5,BrickHeadz,5,FI
1,113,5,Be a legendary outlaw with LEGO® BrickHeadz Star-Lord!,41606,Easy,Star-Lord,5,BrickHeadz,5,FI
1,136,,Master the skills of a green-skinned assassin with LEGO® BrickHeadz Gamora!,41607,,Gamora,5,BrickHeadz,,FI
4,126,2,Hop to it with a LEGO® BrickHeadz™ Easter Bunny!,40271,Easy,Easter Bunny,5,BrickHeadz,4.5,FI
5,143,4.6,Stand tall with LEGO® BrickHeadz Wonder Woman™!,41599,Easy,Wonder Woman™,5,BrickHeadz,5,FI
3,122,2.7,Live life in the fast lane with LEGO® BrickHeadz The Flash™!,41598,Very Easy,The Flash™,4,BrickHeadz,3,FI
5,130,4.3,Summon the dark side with a LEGO® BrickHeadz construction character featuring Kylo Ren™!,41603,Easy,Kylo Ren™,5,BrickHeadz,4.8,FI
7,140,3.2,Say “I love you” with a LEGO® BrickHeadz™ Valentine's Bee!,40270,Easy,Valentine's Bee,4.9,BrickHeadz,4.7,FI
3,119,4.5,Feel the Force with a LEGO® BrickHeadz construction character featuring Rey!,41602,Easy,Rey,5,BrickHeadz,4.5,FI
2,108,3.5,Get an upgrade with LEGO® BrickHeadz Cyborg™,41601,Easy,Cyborg™,5,BrickHeadz,4,FI
1,135,1,Dive in with LEGO® BrickHeadz Aquaman™!,41600,Very Easy,Aquaman™,4,BrickHeadz,3,FI
1,240,3,Travel back to the future with LEGO® BrickHeadz™ Marty McFly and Doc Brown!,41611,Easy,Marty McFly & Doc Brown,5,BrickHeadz,5,FI
,209,,Join the Justice League™ with LEGO® BrickHeadz™ Tactical Batman™ and Superman™!,41610,,Tactical Batman™ & Superman™,,BrickHeadz,,FI
2,87,4.5,Wow the crowds in the sleek Airshow Jet!,60177,Easy,Airshow Jet,4.5,City,5,FI
36,888,4.7,Move heavy goods across LEGO® City with the Cargo Train!,60052,Average,Cargo Train,4.4,City,3.8,FI
1,1250,5,Haul in fresh supplies at the exploration site!,60162,Average,Jungle Air Drop Helicopter,5,City,4,FI
45,610,4.4,Get around LEGO® City fast in the High-speed Passenger Train!,60051,Average,High-speed Passenger Train,4.4,City,4,FI
10,894,4.2,Throw the crooks back in jail after they break out!,60141,Easy,Police Station,4.7,City,4,FI
16,919,4.5,Jump into action and save the hot dog stand… and lunch!,60110,Average,Fire Station,4.6,City,4.6,FI
6,813,4.5,Discover the secrets of the jungle with the LEGO® City explorers!,60161,Average,Jungle Exploration Site,4.3,City,4,FI
3,792,3.3,Sail the high seas and make a thrilling rescue!,60167,Average,Coast Guard Head Quarters,3.7,City,3.3,FI
1,883,5,Head to the LEGO® City mine and dig up some gold!,60188,,Mining Experts Site,5,City,5,FI
8,663,4.4,Stop the crooks from breaking their partner out of jail!,60174,Average,Mountain Police Headquarters,4.6,City,4,FI
4,740,5,Load up the truck and deliver the goods!,60169,Average,Cargo Terminal,5,City,4.3,FI
9,561,3.9,Protect the bank and stop the crooks!,60140,Easy,Bulldozer Break-in,3.3,City,3.6,FI
3,426,4.7,Watch your step while you explore new things in the jungle!,60160,Average,Jungle Mobile Lab,5,City,4.7,FI
8,415,4.4,Perform a daring helicopter rescue before the shark gets too close!,60166,Challenging,Heavy-duty Rescue Helicopter,4.4,City,4,FI
2,303,4.5,Fly in and surprise the crooks at their hideout!,60173,Average,Mountain Arrest,4,City,2.5,FI
10,169,4.3,Pack your city with a bunch of new people!,60153,Very Easy,People pack – Fun at the beach,4.1,City,3.6,FI
10,374,3.9,Stop the crooks before they escape from the mobile jail!,60139,Easy,Mobile Command Center,4,City,3.3,FI
,387,,Keep the crooks from escaping with the gold bars!,60175,,Mountain River Heist,,City,,FI
16,337,3.6,"Hop on, there’s so much to see with the LEGO® City bus!",60154,Easy,Bus Station,3.3,City,2.7,FI
1,294,4,Drive in the heavy driller and start digging the cave!,60186,Average,Mining Heavy Driller,5,City,4,FI
14,294,4.2,Help Chase McCain and the police nab the crook!,60138,Average,High-speed Chase,4.2,City,4.1,FI
2,347,4.5,Race to the rescue on land and sea!,60165,Very Easy,4 x 4 Response Unit,5,City,5,FI
8,257,4.2,Call the Fire Response Unit for help!,60108,Average,Fire Response Unit,3.9,City,3.8,FI
5,378,4.8,Defend the mission and dodge a surprise in the jungle!,60159,Easy,Jungle Halftrack Mission,4.8,City,4.6,FI
,297,,Race after the crook and avoid the mountain rockslide!,60172,,Dirt Road Pursuit,,City,,FI
7,344,5,"Load up the Pickup & Caravan, it’s time for a vacation!",60182,Easy,Pickup & Caravan,5,City,5,FI
7,310,4.4,Haul in the helicopter to handle the heavy lifting!,60183,Easy,Heavy Cargo Transport,4.7,City,4.7,FI
4,192,5,Jump the fire and give the crowd a thrilling show!,60180,Average,Monster Truck,5,City,5,FI
35,249,4.6,Order a pizza to go!,60150,Easy,Pizza Van,4.9,City,4.8,FI
11,214,4.5,Put out the burning oil barrel!,60107,Easy,Fire Ladder Truck,4.5,City,4.1,FI
47,8,4.2,"Switch tracks – build a bigger, more exciting railway track.",7895,Very Easy,Switching Tracks,4.1,City,3.6,FI
12,239,4.7,Gear up for the big race!,60148,Easy,ATV Race Team,4.8,City,4.6,FI
8,144,4.4,Catch the crook before he tows the safe away!,60137,Easy,Tow Truck Trouble,4.3,City,4,FI
7,174,4.3,Load the freshly cut logs with the awesome Forest Tractor!,60181,Easy,Forest Tractor,4.4,City,4.2,FI
6,190,4.2,Transport the mountain snowboarder to the hospital!,60179,Easy,Ambulance Helicopter,3.8,City,4.7,FI
,115,,Chase down the crook and recover the loot!,10751,,Mountain Police Chase,,Juniors,,FI
3,141,4.3,Fly in and save the stranded sailor before he floats away!,60164,Easy,Sea Rescue Plane,4.3,City,4.7,FI
5,201,4.3,Fly into the jungle and explore the hidden temple!,60158,Average,Jungle Cargo Helicopter,4.4,City,3.8,FI
89,24,2.9,Get killer curves in your tracks!,7499,Easy,Flexible and Straight Tracks,2.5,City,2.2,FI
1,127,5,Break up the rocks and discover the treasure inside!,60185,Easy,Mining Power Splitter,5,City,5,FI
1,126,5,Speed after the crook on an exciting river chase!,60176,Easy,Wild River Escape,5,City,4,FI
12,88,4.5,Cruise into the jungle and make a big discovery!,60157,Easy,Jungle Starter Set,4.9,City,4.6,FI
4,76,4.8,Rescue the surfer and be a coast guard hero!,60163,Very Easy,Coast Guard Starter Set,5,City,4.5,FI
85,2,4.1,Add roads to your LEGO® town!,7280,Very Easy,Straight & Crossroad Plates,3.5,City,2.3,FI
,73,,Grab your shovel and get to work!,10750,,Road Repair Truck,,Juniors,,FI
40,2,4.1,Roads for your LEGO® layout!,7281,Very Easy,T-Junction & Curved Road Plates,3.9,City,2.8,FI
2,88,,Arrest the crooks and recover the hidden loot!,60171,,Mountain Fugitives,5,City,,FI
2,82,4.5,Blow up the rock pile and discover gold!,60184,Very Easy,Mining Team,5,City,4,FI
1,78,4,Climb in the cockpit and set a new speed record!,60178,Easy,Speed Record Car,5,City,4,FI
2,37,4.5,Catch the crook before he escapes with the loot!,60170,Very Easy,Off-Road Chase,4.5,City,5,FI
5,53,3.8,Explore the depths of the jungle and find something amazing!,60156,Easy,Jungle Buggy,3.6,City,4.2,FI
2,900,3.5,Imagine and create with LEGO® Classic bricks!,10704,,Creative Box,4.5,Classic,4.5,FI
11,484,4.6,Create your own LEGO® vehicles with LEGO Classic!,10696,Easy,LEGO® Medium Creative Brick Box,4.6,Classic,4.7,FI
2,502,5,Create your ideas with LEGO® Classic bricks!,10703,Average,Creative Builder Box,4,Classic,4,FI
,442,,Create a world in motion with Bricks on a Roll!,10715,,Bricks on a Roll,,Classic,,FI
2,213,5,Bring along a world of creativity in your own LEGO® Creative Suitcase!,10713,Very Easy,Creative Suitcase,5,Classic,5,FI
8,303,4.8,"Get ideas, get creative and get building!",10693,Easy,LEGO® Creative Supplement,4.9,Classic,4.9,FI
24,1,4.3,Add another useful piece to your LEGO® collection with this Gray Baseplate!,10701,Very Easy,Gray Baseplate,4.1,Classic,3.5,FI
7,221,4.3,Get creative with classic LEGO® bricks in 29 different colors!,10692,Easy,LEGO® Creative Bricks,4.1,Classic,4.3,FI
46,1,3.2,Add another useful piece to your LEGO® collection with this Green Baseplate!,10700,Very Easy,Green Baseplate,2.6,Classic,2.5,FI
6,1,4.7,Create your own world on a Blue LEGO® Baseplate!,10714,Very Easy,Blue Baseplate,4.7,Classic,4.3,FI
8,78,4.6,Unleash your imagination with the LEGO® Blue Creativity Box!,10706,Very Easy,Blue Creativity Box,4.8,Classic,5,FI
5,66,4.5,Unleash your imagination with the LEGO® Green Creativity Box!,10708,Easy,Green Creativity Box,4.8,Classic,4.5,FI
4,55,4.3,Unleash your imagination with the LEGO® Red Creativity Box!,10707,Average,Red Creativity Box,4.5,Classic,4.3,FI
3,60,2.7,Unleash your imagination with the LEGO® Orange Creativity Box!,10709,Easy,Orange Creativity Box,4.7,Classic,5,FI
180,1,4,Everyone needs one!,630,Very Easy,Brick Separator,4.8,Classic,4.6,FI
4,790,5,"Create all kinds of buildings with LEGO® bricks, windows and doors!",10698,Easy,LEGO® Large Creative Brick Box,5,Classic,5,FI
11,728,3.2,Build and enjoy the delightful 3-in-1 Family Villa!,31069,Average,Modular Family Villa,3.4,Creator 3-in-1,3.2,FI
23,792,4.7,Head for sunnier climes with the Vacation Getaways set!,31052,Average,Vacation Getaways,4.9,Creator 3-in-1,4.3,FI
14,670,4.2,Get behind the wheel of the awesome 3-in-1 Turbo Track Racer!,31070,Average,Turbo Track Racer,4.5,Creator 3-in-1,4.3,FI
4,422,4,Enjoy awesome activities at the 3-in-1 Modular Skate House!,31081,Average,Modular Skate House,4.8,Creator 3-in-1,4.3,FI
10,386,3.2,Enjoy eco-friendly adventures with the 3-in-1 Modern Home!,31068,Average,Modular Modern Home,3.8,Creator 3-in-1,3.9,FI
5,379,4,Enjoy seaside fun with the 3-in-1 Sunshine Surfer Van set!,31079,Easy,Sunshine Surfer Van,4.4,Creator 3-in-1,4.2,FI
2,374,4,Hit the slopes with the 3-in-1 Modular Winter Vacation set!,31080,Easy,Modular Winter Vacation,3.5,Creator 3-in-1,4,FI
13,285,4.3,Launch a satellite with the 3-in-1 Space Shuttle Explorer!,31066,Easy,Space Shuttle Explorer,4.2,Creator 3-in-1,4.4,FI
8,356,4,Play all day on a 3-in-1 Poolside Holiday!,31067,Average,Modular Poolside Holiday,4.6,Creator 3-in-1,4.9,FI
1,200,5,Thrill the crowds with the 3-in-1 Daredevil Stunt Plane set!,31076,Average,Daredevil Stunt Plane,5,Creator 3-in-1,5,FI
1,225,5,Head into the wilds with the 3-in-1 Outback Adventures set!,31075,Easy,Outback Adventures,4,Creator 3-in-1,4,FI
2,241,4.5,Blast off from the start line in the 3-in-1 Rocket Rally Car!,31074,Easy,Rocket Rally Car,5,Creator 3-in-1,5,FI
9,205,4.5,Have fun with the cute 3-in-1 Robo Explorer!,31062,Average,Robo Explorer,4.8,Creator 3-in-1,4.3,FI
27,174,4.5,Enjoy roaring adventures with the 3-in-1 Mighty Dinosaurs!,31058,Easy,Mighty Dinosaurs,4.7,Creator 3-in-1,4.7,FI
